time;NETWORK_T3_1_i_a;NETWORK_T3_2_i_a;NETWORK_T3_3_i_a;NETWORK_T3_FictBUS_v_a;NETWORK_B2_v_a;NETWORK_B3_v_a;
0.034610;0.119047;-0.125167;-0.032894;-0.564404;-0.798354;-0.705729;
0.034620;0.117785;-0.124392;-0.032439;-0.560501;-0.794900;-0.701957;
0.034630;0.116522;-0.123616;-0.031985;-0.556594;-0.791437;-0.698177;
0.034640;0.115259;-0.122839;-0.031530;-0.552685;-0.787966;-0.694390;
0.034650;0.113994;-0.122060;-0.031074;-0.548772;-0.784486;-0.690595;
0.034660;0.112727;-0.121281;-0.030619;-0.544857;-0.780998;-0.686793;
0.034670;0.111460;-0.120500;-0.030163;-0.540938;-0.777502;-0.682983;
0.034680;0.110192;-0.119719;-0.029708;-0.537016;-0.773998;-0.679166;
0.034690;0.108922;-0.118936;-0.029252;-0.533091;-0.770486;-0.675342;
0.034700;0.107651;-0.118152;-0.028795;-0.529163;-0.766966;-0.671510;
0.034710;0.106379;-0.117368;-0.028339;-0.525232;-0.763438;-0.667671;
0.034720;0.105106;-0.116582;-0.027883;-0.521297;-0.759902;-0.663824;
0.034730;0.103832;-0.115795;-0.027426;-0.517360;-0.756358;-0.659971;
0.034740;0.102557;-0.115008;-0.026969;-0.513420;-0.752807;-0.656110;
0.034750;0.101280;-0.114219;-0.026513;-0.509476;-0.749248;-0.652242;
0.034760;0.100003;-0.113429;-0.026056;-0.505529;-0.745681;-0.648368;
0.034770;0.098724;-0.112639;-0.025599;-0.501579;-0.742106;-0.644486;
0.034780;0.097444;-0.111847;-0.025142;-0.497627;-0.738524;-0.640598;
0.034790;0.096163;-0.111055;-0.024685;-0.493670;-0.734935;-0.636703;
0.034800;0.094881;-0.110262;-0.024228;-0.489711;-0.731338;-0.632801;
0.034810;0.093598;-0.109467;-0.023770;-0.485749;-0.727734;-0.628892;
0.034820;0.092314;-0.108672;-0.023313;-0.481783;-0.724122;-0.624977;
0.034830;0.091029;-0.107876;-0.022856;-0.477815;-0.720503;-0.621055;
0.034840;0.089743;-0.107080;-0.022399;-0.473843;-0.716877;-0.617127;
0.034850;0.088455;-0.106282;-0.021942;-0.469867;-0.713244;-0.613193;
0.034860;0.087167;-0.105484;-0.021485;-0.465889;-0.709604;-0.609252;
0.034870;0.085878;-0.104685;-0.021027;-0.461907;-0.705957;-0.605304;
0.034880;0.084587;-0.103885;-0.020570;-0.457922;-0.702303;-0.601351;
0.034890;0.083296;-0.103084;-0.020113;-0.453934;-0.698642;-0.597392;
0.034900;0.082004;-0.102282;-0.019656;-0.449942;-0.694974;-0.593426;
0.034910;0.080710;-0.101480;-0.019199;-0.445947;-0.691299;-0.589454;
0.034920;0.079416;-0.100677;-0.018743;-0.441948;-0.687618;-0.585477;
0.034930;0.078120;-0.099873;-0.018286;-0.437946;-0.683930;-0.581493;
0.034940;0.076824;-0.099069;-0.017829;-0.433940;-0.680235;-0.577504;
0.034950;0.075527;-0.098263;-0.017373;-0.429931;-0.676534;-0.573509;
0.034960;0.074229;-0.097457;-0.016916;-0.425918;-0.672827;-0.569508;
0.034970;0.072930;-0.096651;-0.016460;-0.421902;-0.669113;-0.565502;
0.034980;0.071630;-0.095843;-0.016003;-0.417882;-0.665392;-0.561490;
0.034990;0.070329;-0.095035;-0.015547;-0.413859;-0.661666;-0.557473;
0.035000;0.069027;-0.094227;-0.015091;-0.409831;-0.657933;-0.553450;
0.035010;0.067724;-0.093417;-0.014636;-0.405800;-0.654194;-0.549422;
0.035020;0.066420;-0.092607;-0.014180;-0.401766;-0.650448;-0.545389;
0.035030;0.065116;-0.091797;-0.013724;-0.397727;-0.646697;-0.541351;
0.035040;0.063810;-0.090985;-0.013269;-0.393684;-0.642940;-0.537307;
0.035050;0.062504;-0.090173;-0.012813;-0.389638;-0.639177;-0.533258;
0.035060;0.061197;-0.089361;-0.012358;-0.385588;-0.635408;-0.529204;
0.035070;0.059890;-0.088548;-0.011903;-0.381534;-0.631633;-0.525146;
0.035080;0.058581;-0.087734;-0.011448;-0.377476;-0.627852;-0.521082;
0.035090;0.057272;-0.086919;-0.010994;-0.373414;-0.624065;-0.517014;
0.035100;0.055961;-0.086104;-0.010539;-0.369347;-0.620273;-0.512941;
0.035110;0.054650;-0.085289;-0.010085;-0.365277;-0.616475;-0.508863;
0.035120;0.053339;-0.084472;-0.009631;-0.361203;-0.612672;-0.504781;
0.035130;0.052026;-0.083655;-0.009177;-0.357124;-0.608863;-0.500694;
0.035140;0.050713;-0.082838;-0.008723;-0.353042;-0.605048;-0.496602;
0.035150;0.049400;-0.082020;-0.008269;-0.348955;-0.601229;-0.492506;
0.035160;0.048085;-0.081201;-0.007816;-0.344864;-0.597403;-0.488406;
0.035170;0.046770;-0.080382;-0.007362;-0.340768;-0.593573;-0.484301;
0.035180;0.045454;-0.079562;-0.006909;-0.336669;-0.589737;-0.480192;
0.035190;0.044138;-0.078742;-0.006456;-0.332565;-0.585896;-0.476079;
0.035200;0.042821;-0.077921;-0.006004;-0.328457;-0.582049;-0.471962;
0.035210;0.041503;-0.077100;-0.005551;-0.324344;-0.578198;-0.467841;
0.035220;0.040185;-0.076278;-0.005098;-0.320227;-0.574342;-0.463715;
0.035230;0.038866;-0.075455;-0.004646;-0.316106;-0.570480;-0.459586;
0.035240;0.037547;-0.074632;-0.004194;-0.311980;-0.566613;-0.455453;
0.035250;0.036227;-0.073808;-0.003742;-0.307850;-0.562742;-0.451316;
0.035260;0.034907;-0.072984;-0.003290;-0.303715;-0.558865;-0.447175;
0.035270;0.033586;-0.072159;-0.002839;-0.299576;-0.554984;-0.443030;
0.035280;0.032264;-0.071334;-0.002387;-0.295433;-0.551098;-0.438882;
0.035290;0.030943;-0.070508;-0.001936;-0.291285;-0.547207;-0.434730;
0.035300;0.029620;-0.069682;-0.001485;-0.287133;-0.543311;-0.430575;
0.035310;0.028298;-0.068855;-0.001034;-0.282976;-0.539411;-0.426416;
0.035320;0.026975;-0.068027;-0.000583;-0.278814;-0.535506;-0.422253;
0.035330;0.025651;-0.067199;-0.000132;-0.274649;-0.531596;-0.418087;
0.035340;0.024327;-0.066371;0.000319;-0.270478;-0.527682;-0.413918;
0.035350;0.023003;-0.065541;0.000769;-0.266304;-0.523763;-0.409745;
0.035360;0.021679;-0.064712;0.001219;-0.262125;-0.519840;-0.405569;
0.035370;0.020354;-0.063882;0.001670;-0.257941;-0.515912;-0.401390;
0.035380;0.019029;-0.063051;0.002120;-0.253753;-0.511980;-0.397207;
0.035390;0.017703;-0.062219;0.002570;-0.249560;-0.508043;-0.393022;
0.035400;0.016377;-0.061388;0.003020;-0.245364;-0.504102;-0.388833;
0.035410;0.015052;-0.060555;0.003469;-0.241162;-0.500156;-0.384641;
0.035420;0.013725;-0.059722;0.003919;-0.236957;-0.496207;-0.380446;
0.035430;0.012399;-0.058889;0.004368;-0.232747;-0.492253;-0.376249;
0.035440;0.011073;-0.058055;0.004818;-0.228532;-0.488294;-0.372048;
0.035450;0.009746;-0.057220;0.005267;-0.224314;-0.484332;-0.367844;
0.035460;0.008419;-0.056385;0.005716;-0.220091;-0.480365;-0.363638;
0.035470;0.007092;-0.055549;0.006165;-0.215864;-0.476394;-0.359428;
0.035480;0.005765;-0.054713;0.006614;-0.211633;-0.472419;-0.355216;
0.035490;0.004438;-0.053876;0.007063;-0.207397;-0.468440;-0.351001;
0.035500;0.003111;-0.053039;0.007512;-0.203158;-0.464457;-0.346783;
0.035510;0.001784;-0.052201;0.007961;-0.198914;-0.460470;-0.342563;
0.035520;0.000456;-0.051363;0.008410;-0.194666;-0.456478;-0.338340;
0.035530;-0.000871;-0.050524;0.008859;-0.190415;-0.452483;-0.334114;
0.035540;-0.002198;-0.049685;0.009307;-0.186159;-0.448484;-0.329886;
0.035550;-0.003525;-0.048845;0.009756;-0.181900;-0.444481;-0.325655;
0.035560;-0.004853;-0.048004;0.010204;-0.177636;-0.440474;-0.321422;
0.035570;-0.006180;-0.047163;0.010653;-0.173369;-0.436463;-0.317186;
0.035580;-0.007507;-0.046321;0.011101;-0.169098;-0.432448;-0.312947;
0.035590;-0.008833;-0.045479;0.011550;-0.164824;-0.428429;-0.308707;
0.035600;-0.010160;-0.044636;0.011998;-0.160546;-0.424406;-0.304463;
0.035610;-0.011487;-0.043793;0.012446;-0.156264;-0.420380;-0.300218;
0.035620;-0.012813;-0.042949;0.012895;-0.151979;-0.416350;-0.295970;
0.035630;-0.014139;-0.042105;0.013343;-0.147691;-0.412316;-0.291719;
0.035640;-0.015465;-0.041260;0.013791;-0.143399;-0.408278;-0.287467;
0.035650;-0.016791;-0.040415;0.014240;-0.139104;-0.404237;-0.283212;
0.035660;-0.018117;-0.039569;0.014688;-0.134806;-0.400192;-0.278955;
0.035670;-0.019442;-0.038723;0.015136;-0.130504;-0.396143;-0.274695;
0.035680;-0.020767;-0.037876;0.015584;-0.126200;-0.392091;-0.270433;
0.035690;-0.022092;-0.037028;0.016032;-0.121893;-0.388034;-0.266170;
0.035700;-0.023416;-0.036180;0.016481;-0.117583;-0.383975;-0.261904;
0.035710;-0.024740;-0.035332;0.016929;-0.113270;-0.379912;-0.257635;
0.035720;-0.026064;-0.034483;0.017377;-0.108954;-0.375845;-0.253365;
0.035730;-0.027387;-0.033633;0.017825;-0.104636;-0.371774;-0.249093;
0.035740;-0.028710;-0.032783;0.018274;-0.100315;-0.367700;-0.244818;
0.035750;-0.030032;-0.031932;0.018722;-0.095992;-0.363623;-0.240542;
0.035760;-0.031354;-0.031081;0.019170;-0.091667;-0.359542;-0.236263;
0.035770;-0.032676;-0.030230;0.019618;-0.087339;-0.355457;-0.231982;
0.035780;-0.033997;-0.029378;0.020067;-0.083009;-0.351370;-0.227700;
0.035790;-0.035318;-0.028525;0.020515;-0.078677;-0.347278;-0.223415;
0.035800;-0.036638;-0.027672;0.020963;-0.074344;-0.343184;-0.219128;
0.035810;-0.037958;-0.026819;0.021411;-0.070008;-0.339085;-0.214840;
0.035820;-0.039277;-0.025965;0.021860;-0.065671;-0.334984;-0.210549;
0.035830;-0.040595;-0.025110;0.022308;-0.061332;-0.330879;-0.206257;
0.035840;-0.041913;-0.024255;0.022756;-0.056991;-0.326771;-0.201963;
0.035850;-0.043231;-0.023400;0.023204;-0.052649;-0.322659;-0.197667;
0.035860;-0.044548;-0.022544;0.023653;-0.048306;-0.318544;-0.193368;
0.035870;-0.045864;-0.021688;0.024101;-0.043962;-0.314426;-0.189069;
0.035880;-0.047180;-0.020831;0.024549;-0.039616;-0.310305;-0.184767;
0.035890;-0.048495;-0.019974;0.024998;-0.035269;-0.306180;-0.180463;
0.035900;-0.049809;-0.019116;0.025446;-0.030922;-0.302052;-0.176158;
0.035910;-0.051123;-0.018258;0.025894;-0.026574;-0.297921;-0.171851;
0.035920;-0.052436;-0.017400;0.026342;-0.022225;-0.293787;-0.167542;
0.035930;-0.053748;-0.016541;0.026791;-0.017875;-0.289650;-0.163232;
0.035940;-0.055059;-0.015682;0.027239;-0.013525;-0.285509;-0.158919;
0.035950;-0.056370;-0.014822;0.027687;-0.009175;-0.281366;-0.154606;
0.035960;-0.057680;-0.013962;0.028135;-0.004824;-0.277219;-0.150290;
0.035970;-0.058990;-0.013102;0.028583;-0.000473;-0.273070;-0.145973;
0.035980;-0.060299;-0.012241;0.029032;0.003878;-0.268917;-0.141654;
0.035990;-0.061606;-0.011380;0.029480;0.008229;-0.264761;-0.137333;
0.036000;-0.062913;-0.010519;0.029928;0.012579;-0.260603;-0.133011;
0.036010;-0.064220;-0.009657;0.030376;0.016929;-0.256441;-0.128688;
0.036020;-0.065525;-0.008795;0.030823;0.021279;-0.252276;-0.124362;
0.036030;-0.066830;-0.007933;0.031271;0.025629;-0.248109;-0.120036;
0.036040;-0.068134;-0.007070;0.031719;0.029978;-0.243939;-0.115707;
0.036050;-0.069436;-0.006207;0.032167;0.034326;-0.239766;-0.111378;
0.036060;-0.070739;-0.005344;0.032614;0.038673;-0.235590;-0.107047;
0.036070;-0.072040;-0.004481;0.033062;0.043019;-0.231411;-0.102714;
0.036080;-0.073340;-0.003617;0.033509;0.047365;-0.227229;-0.098380;
0.036090;-0.074639;-0.002753;0.033957;0.051709;-0.223045;-0.094044;
0.036100;-0.075938;-0.001889;0.034404;0.056052;-0.218858;-0.089708;
0.036110;-0.077236;-0.001025;0.034851;0.060394;-0.214669;-0.085370;
0.036120;-0.078532;-0.000160;0.035298;0.064734;-0.210476;-0.081030;
0.036130;-0.079828;0.000705;0.035744;0.069072;-0.206282;-0.076690;
0.036140;-0.081123;0.001569;0.036191;0.073410;-0.202084;-0.072348;
0.036150;-0.082417;0.002434;0.036637;0.077745;-0.197884;-0.068004;
0.036160;-0.083710;0.003300;0.037084;0.082078;-0.193682;-0.063660;
0.036170;-0.085002;0.004165;0.037530;0.086410;-0.189477;-0.059314;
0.036180;-0.086292;0.005031;0.037976;0.090740;-0.185270;-0.054968;
0.036190;-0.087582;0.005896;0.038422;0.095067;-0.181060;-0.050620;
0.036200;-0.088871;0.006762;0.038867;0.099393;-0.176848;-0.046271;
0.036210;-0.090159;0.007628;0.039312;0.103716;-0.172634;-0.041921;
0.036220;-0.091446;0.008493;0.039757;0.108036;-0.168417;-0.037570;
0.036230;-0.092732;0.009359;0.040202;0.112355;-0.164199;-0.033218;
0.036240;-0.094017;0.010225;0.040647;0.116671;-0.159978;-0.028865;
0.036250;-0.095301;0.011091;0.041091;0.120984;-0.155755;-0.024512;
0.036260;-0.096584;0.011957;0.041535;0.125294;-0.151529;-0.020157;
0.036270;-0.097865;0.012823;0.041979;0.129602;-0.147302;-0.015801;
0.036280;-0.099146;0.013689;0.042422;0.133907;-0.143073;-0.011445;
0.036290;-0.100426;0.014555;0.042865;0.138209;-0.138841;-0.007088;
0.036300;-0.101704;0.015420;0.043308;0.142508;-0.134608;-0.002730;
0.036310;-0.102981;0.016286;0.043751;0.146804;-0.130373;0.001628;
0.036320;-0.104258;0.017152;0.044193;0.151097;-0.126136;0.005987;
0.036330;-0.105533;0.018017;0.044635;0.155387;-0.121897;0.010347;
0.036340;-0.106807;0.018883;0.045076;0.159673;-0.117657;0.014707;
0.036350;-0.108080;0.019748;0.045517;0.163956;-0.113415;0.019068;
0.036360;-0.109352;0.020613;0.045958;0.168236;-0.109171;0.023429;
0.036370;-0.110623;0.021478;0.046398;0.172512;-0.104925;0.027791;
0.036380;-0.111892;0.022343;0.046838;0.176785;-0.100678;0.032153;
0.036390;-0.113161;0.023207;0.047278;0.181055;-0.096430;0.036516;
0.036400;-0.114428;0.024071;0.047717;0.185320;-0.092180;0.040878;
0.036410;-0.115694;0.024936;0.048155;0.189583;-0.087928;0.045241;
0.036420;-0.116959;0.025799;0.048593;0.193841;-0.083675;0.049605;
0.036430;-0.118223;0.026663;0.049031;0.198096;-0.079421;0.053968;
0.036440;-0.119485;0.027526;0.049468;0.202347;-0.075166;0.058331;
0.036450;-0.120747;0.028389;0.049905;0.206594;-0.070909;0.062695;
0.036460;-0.122007;0.029252;0.050341;0.210837;-0.066652;0.067058;
0.036470;-0.123266;0.030115;0.050776;0.215077;-0.062393;0.071422;
0.036480;-0.124524;0.030977;0.051212;0.219312;-0.058133;0.075785;
0.036490;-0.125781;0.031838;0.051646;0.223544;-0.053872;0.080148;
0.036500;-0.127036;0.032700;0.052080;0.227772;-0.049611;0.084511;
0.036510;-0.128290;0.033561;0.052513;0.231995;-0.045348;0.088874;
0.036520;-0.129543;0.034421;0.052946;0.236215;-0.041085;0.093237;
0.036530;-0.130795;0.035281;0.053379;0.240430;-0.036820;0.097599;
0.036540;-0.132045;0.036141;0.053810;0.244642;-0.032556;0.101960;
0.036550;-0.133295;0.037000;0.054241;0.248849;-0.028290;0.106321;
0.036560;-0.134542;0.037859;0.054672;0.253053;-0.024024;0.110682;
0.036570;-0.135789;0.038717;0.055101;0.257252;-0.019757;0.115042;
0.036580;-0.137034;0.039575;0.055531;0.261447;-0.015490;0.119402;
0.036590;-0.138279;0.040433;0.055959;0.265637;-0.011223;0.123760;
0.036600;-0.139521;0.041289;0.056387;0.269824;-0.006955;0.128118;
0.036610;-0.140763;0.042146;0.056814;0.274006;-0.002687;0.132475;
0.036620;-0.142003;0.043001;0.057240;0.278185;0.001582;0.136831;
0.036630;-0.143242;0.043857;0.057666;0.282359;0.005850;0.141187;
0.036640;-0.144480;0.044711;0.058091;0.286528;0.010119;0.145541;
0.036650;-0.145716;0.045565;0.058515;0.290694;0.014388;0.149894;
0.036660;-0.146951;0.046419;0.058939;0.294856;0.018657;0.154246;
0.036670;-0.148184;0.047271;0.059362;0.299013;0.022925;0.158597;
0.036680;-0.149417;0.048124;0.059784;0.303166;0.027194;0.162946;
0.036690;-0.150647;0.048975;0.060205;0.307315;0.031462;0.167295;
0.036700;-0.151877;0.049826;0.060626;0.311459;0.035730;0.171642;
0.036710;-0.153105;0.050676;0.061046;0.315599;0.039998;0.175987;
0.036720;-0.154332;0.051526;0.061465;0.319736;0.044266;0.180331;
0.036730;-0.155557;0.052375;0.061883;0.323868;0.048533;0.184673;
0.036740;-0.156781;0.053223;0.062301;0.327995;0.052799;0.189014;
0.036750;-0.158003;0.054070;0.062717;0.332119;0.057065;0.193353;
0.036760;-0.159224;0.054917;0.063133;0.336239;0.061331;0.197690;
0.036770;-0.160444;0.055763;0.063548;0.340354;0.065595;0.202026;
0.036780;-0.161662;0.056608;0.063962;0.344465;0.069859;0.206359;
0.036790;-0.162879;0.057453;0.064376;0.348572;0.074123;0.210691;
0.036800;-0.164094;0.058297;0.064788;0.352675;0.078385;0.215021;
0.036810;-0.165308;0.059140;0.065200;0.356774;0.082647;0.219348;
0.036820;-0.166520;0.059982;0.065611;0.360869;0.086907;0.223674;
0.036830;-0.167731;0.060823;0.066021;0.364960;0.091167;0.227997;
0.036840;-0.168941;0.061664;0.066430;0.369047;0.095425;0.232318;
0.036850;-0.170148;0.062504;0.066838;0.373129;0.099683;0.236636;
0.036860;-0.171355;0.063343;0.067245;0.377208;0.103939;0.240953;
0.036870;-0.172559;0.064181;0.067652;0.381282;0.108194;0.245266;
0.036880;-0.173763;0.065018;0.068057;0.385353;0.112447;0.249578;
0.036890;-0.174964;0.065855;0.068462;0.389420;0.116699;0.253886;
0.036900;-0.176164;0.066691;0.068866;0.393483;0.120950;0.258192;
0.036910;-0.177363;0.067525;0.069269;0.397541;0.125199;0.262496;
0.036920;-0.178560;0.068359;0.069671;0.401596;0.129447;0.266796;
0.036930;-0.179755;0.069192;0.070072;0.405647;0.133693;0.271094;
0.036940;-0.180949;0.070025;0.070472;0.409694;0.137938;0.275389;
0.036950;-0.182141;0.070856;0.070872;0.413738;0.142181;0.279681;
0.036960;-0.183331;0.071686;0.071270;0.417777;0.146422;0.283969;
0.036970;-0.184520;0.072516;0.071668;0.421813;0.150661;0.288255;
0.036980;-0.185707;0.073345;0.072064;0.425844;0.154899;0.292538;
0.036990;-0.186893;0.074172;0.072460;0.429872;0.159134;0.296817;
0.037000;-0.188076;0.074999;0.072855;0.433897;0.163368;0.301093;
0.037010;-0.189258;0.075825;0.073249;0.437917;0.167599;0.305366;
0.037020;-0.190439;0.076650;0.073642;0.441933;0.171829;0.309636;
0.037030;-0.191617;0.077474;0.074034;0.445946;0.176056;0.313902;
0.037040;-0.192794;0.078297;0.074425;0.449955;0.180281;0.318164;
0.037050;-0.193969;0.079119;0.074815;0.453961;0.184504;0.322423;
0.037060;-0.195142;0.079940;0.075204;0.457962;0.188725;0.326679;
0.037070;-0.196314;0.080760;0.075593;0.461960;0.192943;0.330931;
0.037080;-0.197483;0.081580;0.075980;0.465955;0.197159;0.335179;
0.037090;-0.198651;0.082398;0.076366;0.469945;0.201373;0.339423;
0.037100;-0.199817;0.083216;0.076752;0.473932;0.205584;0.343664;
0.037110;-0.200982;0.084032;0.077137;0.477915;0.209792;0.347900;
0.037120;-0.202144;0.084847;0.077521;0.481895;0.213998;0.352133;
0.037130;-0.203304;0.085662;0.077903;0.485870;0.218202;0.356362;
0.037140;-0.204463;0.086475;0.078285;0.489842;0.222403;0.360586;
0.037150;-0.205620;0.087288;0.078666;0.493811;0.226601;0.364807;
0.037160;-0.206774;0.088099;0.079046;0.497775;0.230796;0.369023;
0.037170;-0.207927;0.088910;0.079426;0.501736;0.234989;0.373236;
0.037180;-0.209078;0.089720;0.079804;0.505694;0.239179;0.377444;
0.037190;-0.210227;0.090528;0.080181;0.509647;0.243366;0.381648;
0.037200;-0.211374;0.091336;0.080558;0.513597;0.247550;0.385847;
0.037210;-0.212519;0.092142;0.080933;0.517543;0.251731;0.390042;
0.037220;-0.213662;0.092948;0.081308;0.521486;0.255909;0.394233;
0.037230;-0.214802;0.093753;0.081682;0.525424;0.260084;0.398419;
0.037240;-0.215941;0.094556;0.082055;0.529359;0.264256;0.402601;
0.037250;-0.217078;0.095359;0.082427;0.533290;0.268425;0.406778;
0.037260;-0.218213;0.096161;0.082798;0.537218;0.272591;0.410951;
0.037270;-0.219345;0.096961;0.083168;0.541141;0.276753;0.415119;
0.037280;-0.220476;0.097761;0.083537;0.545061;0.280913;0.419282;
0.037290;-0.221604;0.098560;0.083906;0.548977;0.285069;0.423440;
0.037300;-0.222730;0.099357;0.084273;0.552889;0.289222;0.427594;
0.037310;-0.223854;0.100154;0.084640;0.556797;0.293372;0.431743;
0.037320;-0.224976;0.100949;0.085006;0.560701;0.297518;0.435887;
0.037330;-0.226096;0.101744;0.085371;0.564601;0.301661;0.440027;
0.037340;-0.227213;0.102538;0.085735;0.568497;0.305800;0.444161;
0.037350;-0.228329;0.103330;0.086098;0.572389;0.309936;0.448290;
0.037360;-0.229442;0.104122;0.086461;0.576277;0.314069;0.452415;
0.037370;-0.230552;0.104912;0.086822;0.580161;0.318198;0.456534;
0.037380;-0.231661;0.105702;0.087183;0.584040;0.322323;0.460649;
0.037390;-0.232767;0.106490;0.087543;0.587916;0.326445;0.464758;
0.037400;-0.233871;0.107278;0.087902;0.591787;0.330564;0.468862;
0.037410;-0.234973;0.108064;0.088260;0.595654;0.334678;0.472961;
0.037420;-0.236072;0.108850;0.088617;0.599517;0.338789;0.477055;
0.037430;-0.237169;0.109634;0.088974;0.603375;0.342897;0.481143;
0.037440;-0.238263;0.110417;0.089329;0.607229;0.347000;0.485227;
0.037450;-0.239356;0.111200;0.089684;0.611079;0.351100;0.489305;
0.037460;-0.240445;0.111981;0.090038;0.614924;0.355196;0.493377;
0.037470;-0.241533;0.112761;0.090391;0.618764;0.359288;0.497445;
0.037480;-0.242618;0.113540;0.090744;0.622600;0.363377;0.501507;
0.037490;-0.243700;0.114319;0.091095;0.626431;0.367461;0.505563;
0.037500;-0.244780;0.115096;0.091446;0.630257;0.371542;0.509614;
0.037510;-0.245858;0.115872;0.091796;0.634078;0.375619;0.513660;
0.037520;-0.246933;0.116647;0.092145;0.637895;0.379692;0.517700;
0.037530;-0.248006;0.117421;0.092493;0.641707;0.383760;0.521735;
0.037540;-0.249076;0.118194;0.092840;0.645513;0.387825;0.525764;
0.037550;-0.250143;0.118966;0.093187;0.649315;0.391886;0.529788;
0.037560;-0.251209;0.119737;0.093533;0.653112;0.395943;0.533806;
0.037570;-0.252271;0.120506;0.093878;0.656903;0.399996;0.537818;
0.037580;-0.253331;0.121275;0.094222;0.660689;0.404044;0.541825;
0.037590;-0.254388;0.122043;0.094566;0.664470;0.408089;0.545826;
0.037600;-0.255443;0.122809;0.094908;0.668245;0.412129;0.549822;
0.037610;-0.256495;0.123575;0.095250;0.672015;0.416166;0.553811;
0.037620;-0.257544;0.124339;0.095591;0.675779;0.420198;0.557795;
0.037630;-0.258591;0.125102;0.095931;0.679538;0.424225;0.561774;
0.037640;-0.259635;0.125865;0.096271;0.683290;0.428249;0.565746;
0.037650;-0.260677;0.126626;0.096609;0.687038;0.432268;0.569713;
0.037660;-0.261716;0.127386;0.096947;0.690779;0.436284;0.573674;
0.037670;-0.262752;0.128145;0.097284;0.694514;0.440294;0.577629;
0.037680;-0.263785;0.128903;0.097620;0.698243;0.444301;0.581578;
0.037690;-0.264816;0.129659;0.097956;0.701966;0.448303;0.585521;
0.037700;-0.265844;0.130415;0.098291;0.705683;0.452300;0.589459;
0.037710;-0.266869;0.131169;0.098624;0.709394;0.456294;0.593390;
0.037720;-0.267892;0.131923;0.098957;0.713098;0.460283;0.597316;
0.037730;-0.268911;0.132675;0.099290;0.716796;0.464267;0.601235;
0.037740;-0.269928;0.133426;0.099621;0.720488;0.468247;0.605149;
0.037750;-0.270942;0.134176;0.099952;0.724172;0.472222;0.609057;
0.037760;-0.271954;0.134925;0.100282;0.727851;0.476193;0.612958;
0.037770;-0.272962;0.135673;0.100611;0.731522;0.480160;0.616854;
0.037780;-0.273968;0.136419;0.100939;0.735186;0.484121;0.620743;
0.037790;-0.274971;0.137164;0.101266;0.738844;0.488079;0.624627;
0.037800;-0.275971;0.137908;0.101593;0.742494;0.492031;0.628504;
0.037810;-0.276968;0.138651;0.101919;0.746138;0.495979;0.632375;
0.037820;-0.277962;0.139393;0.102244;0.749774;0.499922;0.636240;
0.037830;-0.278953;0.140134;0.102568;0.753403;0.503861;0.640099;
0.037840;-0.279942;0.140873;0.102891;0.757024;0.507794;0.643952;
0.037850;-0.280927;0.141611;0.103214;0.760638;0.511723;0.647798;
0.037860;-0.281910;0.142348;0.103535;0.764245;0.515648;0.651638;
0.037870;-0.282890;0.143084;0.103856;0.767843;0.519567;0.655472;
0.037880;-0.283867;0.143818;0.104176;0.771435;0.523482;0.659300;
0.037890;-0.284840;0.144551;0.104495;0.775018;0.527391;0.663122;
0.037900;-0.285811;0.145283;0.104813;0.778593;0.531296;0.666937;
0.037910;-0.286779;0.146014;0.105131;0.782161;0.535196;0.670746;
0.037920;-0.287744;0.146743;0.105447;0.785720;0.539091;0.674548;
0.037930;-0.288706;0.147471;0.105763;0.789271;0.542981;0.678344;
0.037940;-0.289665;0.148198;0.106078;0.792815;0.546866;0.682134;
0.037950;-0.290621;0.148923;0.106392;0.796349;0.550746;0.685917;
0.037960;-0.291575;0.149647;0.106705;0.799876;0.554621;0.689694;
0.037970;-0.292525;0.150370;0.107017;0.803394;0.558491;0.693464;
0.037980;-0.293472;0.151092;0.107328;0.806903;0.562355;0.697228;
0.037990;-0.294416;0.151812;0.107639;0.810404;0.566215;0.700985;
0.038000;-0.295357;0.152531;0.107948;0.813896;0.570069;0.704736;
0.038010;-0.296295;0.153248;0.108257;0.817380;0.573918;0.708480;
0.038020;-0.297230;0.153964;0.108565;0.820854;0.577762;0.712218;
0.038030;-0.298162;0.154679;0.108871;0.824320;0.581601;0.715949;
0.038040;-0.299090;0.155392;0.109177;0.827776;0.585434;0.719673;
0.038050;-0.300016;0.156104;0.109482;0.831224;0.589262;0.723391;
0.038060;-0.300939;0.156814;0.109786;0.834662;0.593084;0.727102;
0.038070;-0.301859;0.157523;0.110089;0.838092;0.596901;0.730806;
0.038080;-0.302775;0.158231;0.110391;0.841512;0.600713;0.734503;
0.038090;-0.303689;0.158937;0.110692;0.844922;0.604519;0.738194;
0.038100;-0.304599;0.159641;0.110992;0.848324;0.608319;0.741878;
0.038110;-0.305506;0.160344;0.111291;0.851716;0.612114;0.745555;
0.038120;-0.306410;0.161046;0.111589;0.855098;0.615903;0.749225;
0.038130;-0.307312;0.161746;0.111886;0.858471;0.619687;0.752888;
0.038140;-0.308209;0.162445;0.112182;0.861834;0.623465;0.756544;
0.038150;-0.309104;0.163142;0.112477;0.865187;0.627237;0.760193;
0.038160;-0.309996;0.163837;0.112771;0.868531;0.631004;0.763836;
0.038170;-0.310885;0.164531;0.113064;0.871865;0.634765;0.767471;
0.038180;-0.311770;0.165224;0.113356;0.875189;0.638520;0.771099;
