time;NETWORK_T3_1_i_a;NETWORK_T3_2_i_a;NETWORK_T3_3_i_a;NETWORK_T3_FictBUS_v_a;NETWORK_B2_v_a;NETWORK_B3_v_a;
0.013320;0.265897;-0.214977;-0.089941;-1.048658;-1.159762;-1.109262;
0.013330;0.264762;-0.214557;-0.089719;-1.044731;-1.158060;-1.107163;
0.013340;0.263628;-0.214130;-0.089492;-1.040756;-1.156351;-1.105062;
0.013350;0.262495;-0.213696;-0.089259;-1.036733;-1.154632;-1.102960;
0.013360;0.261362;-0.213255;-0.089020;-1.032665;-1.152904;-1.100854;
0.013370;0.260231;-0.212806;-0.088775;-1.028552;-1.151167;-1.098746;
0.013380;0.259101;-0.212350;-0.088523;-1.024395;-1.149419;-1.096634;
0.013390;0.257972;-0.211887;-0.088265;-1.020198;-1.147660;-1.094518;
0.013400;0.256845;-0.211416;-0.088001;-1.015960;-1.145889;-1.092396;
0.013410;0.255719;-0.210938;-0.087729;-1.011684;-1.144107;-1.090270;
0.013420;0.254595;-0.210452;-0.087452;-1.007371;-1.142312;-1.088137;
0.013430;0.253472;-0.209958;-0.087167;-1.003023;-1.140505;-1.085997;
0.013440;0.252351;-0.209456;-0.086875;-0.998642;-1.138683;-1.083850;
0.013450;0.251232;-0.208946;-0.086577;-0.994228;-1.136848;-1.081695;
0.013460;0.250115;-0.208428;-0.086271;-0.989784;-1.134998;-1.079531;
0.013470;0.249001;-0.207903;-0.085959;-0.985312;-1.133134;-1.077358;
0.013480;0.247888;-0.207369;-0.085639;-0.980813;-1.131253;-1.075175;
0.013490;0.246777;-0.206827;-0.085312;-0.976289;-1.129357;-1.072982;
0.013500;0.245668;-0.206277;-0.084978;-0.971741;-1.127444;-1.070778;
0.013510;0.244562;-0.205719;-0.084636;-0.967172;-1.125515;-1.068562;
0.013520;0.243458;-0.205153;-0.084288;-0.962584;-1.123567;-1.066334;
0.013530;0.242356;-0.204579;-0.083932;-0.957977;-1.121602;-1.064092;
0.013540;0.241257;-0.203997;-0.083568;-0.953354;-1.119619;-1.061838;
0.013550;0.240160;-0.203406;-0.083197;-0.948716;-1.117617;-1.059569;
0.013560;0.239066;-0.202808;-0.082819;-0.944066;-1.115595;-1.057286;
0.013570;0.237974;-0.202201;-0.082434;-0.939405;-1.113554;-1.054987;
0.013580;0.236884;-0.201586;-0.082041;-0.934735;-1.111493;-1.052672;
0.013590;0.235797;-0.200964;-0.081642;-0.930057;-1.109411;-1.050341;
0.013600;0.234712;-0.200333;-0.081234;-0.925374;-1.107309;-1.047994;
0.013610;0.233630;-0.199695;-0.080820;-0.920687;-1.105186;-1.045628;
0.013620;0.232550;-0.199048;-0.080399;-0.915998;-1.103040;-1.043245;
0.013630;0.231473;-0.198394;-0.079970;-0.911308;-1.100873;-1.040843;
0.013640;0.230397;-0.197733;-0.079534;-0.906620;-1.098684;-1.038422;
0.013650;0.229325;-0.197063;-0.079092;-0.901935;-1.096472;-1.035981;
0.013660;0.228254;-0.196387;-0.078643;-0.897255;-1.094238;-1.033520;
0.013670;0.227186;-0.195702;-0.078186;-0.892581;-1.091980;-1.031039;
0.013680;0.226121;-0.195011;-0.077724;-0.887915;-1.089699;-1.028536;
0.013690;0.225057;-0.194312;-0.077254;-0.883259;-1.087394;-1.026013;
0.013700;0.223996;-0.193606;-0.076778;-0.878614;-1.085066;-1.023467;
0.013710;0.222936;-0.192893;-0.076296;-0.873982;-1.082713;-1.020899;
0.013720;0.221879;-0.192174;-0.075807;-0.869364;-1.080336;-1.018308;
0.013730;0.220824;-0.191447;-0.075312;-0.864762;-1.077934;-1.015694;
0.013740;0.219771;-0.190714;-0.074812;-0.860178;-1.075508;-1.013056;
0.013750;0.218719;-0.189974;-0.074305;-0.855612;-1.073056;-1.010395;
0.013760;0.217669;-0.189228;-0.073792;-0.851067;-1.070580;-1.007709;
0.013770;0.216621;-0.188476;-0.073274;-0.846543;-1.068079;-1.004999;
0.013780;0.215575;-0.187718;-0.072751;-0.842041;-1.065552;-1.002264;
0.013790;0.214530;-0.186954;-0.072222;-0.837564;-1.063000;-0.999504;
0.013800;0.213486;-0.186184;-0.071688;-0.833113;-1.060423;-0.996718;
0.013810;0.212444;-0.185409;-0.071149;-0.828688;-1.057820;-0.993907;
0.013820;0.211403;-0.184628;-0.070605;-0.824290;-1.055192;-0.991070;
0.013830;0.210363;-0.183842;-0.070057;-0.819922;-1.052538;-0.988206;
0.013840;0.209324;-0.183051;-0.069504;-0.815584;-1.049859;-0.985317;
0.013850;0.208286;-0.182255;-0.068947;-0.811276;-1.047154;-0.982401;
0.013860;0.207248;-0.181455;-0.068386;-0.807001;-1.044424;-0.979458;
0.013870;0.206212;-0.180650;-0.067820;-0.802758;-1.041668;-0.976489;
0.013880;0.205176;-0.179840;-0.067252;-0.798550;-1.038887;-0.973492;
0.013890;0.204140;-0.179027;-0.066679;-0.794375;-1.036081;-0.970469;
0.013900;0.203104;-0.178209;-0.066103;-0.790237;-1.033249;-0.967419;
0.013910;0.202069;-0.177388;-0.065524;-0.786134;-1.030393;-0.964341;
0.013920;0.201034;-0.176563;-0.064942;-0.782068;-1.027511;-0.961237;
0.013930;0.199998;-0.175735;-0.064358;-0.778040;-1.024605;-0.958105;
0.013940;0.198962;-0.174904;-0.063771;-0.774050;-1.021674;-0.954946;
0.013950;0.197926;-0.174069;-0.063181;-0.770098;-1.018719;-0.951760;
0.013960;0.196890;-0.173232;-0.062590;-0.766185;-1.015739;-0.948547;
0.013970;0.195853;-0.172392;-0.061996;-0.762312;-1.012736;-0.945307;
0.013980;0.194815;-0.171550;-0.061401;-0.758478;-1.009708;-0.942040;
0.013990;0.193776;-0.170706;-0.060804;-0.754684;-1.006658;-0.938747;
0.014000;0.192736;-0.169860;-0.060207;-0.750931;-1.003583;-0.935426;
0.014010;0.191694;-0.169012;-0.059608;-0.747218;-1.000486;-0.932080;
0.014020;0.190652;-0.168163;-0.059008;-0.743546;-0.997367;-0.928706;
0.014030;0.189608;-0.167312;-0.058407;-0.739915;-0.994224;-0.925307;
0.014040;0.188562;-0.166460;-0.057806;-0.736324;-0.991060;-0.921882;
0.014050;0.187514;-0.165607;-0.057205;-0.732774;-0.987874;-0.918431;
0.014060;0.186465;-0.164753;-0.056604;-0.729264;-0.984667;-0.914954;
0.014070;0.185414;-0.163899;-0.056003;-0.725795;-0.981438;-0.911453;
0.014080;0.184360;-0.163044;-0.055402;-0.722367;-0.978189;-0.907926;
0.014090;0.183304;-0.162189;-0.054802;-0.718978;-0.974920;-0.904375;
0.014100;0.182246;-0.161334;-0.054203;-0.715629;-0.971630;-0.900799;
0.014110;0.181185;-0.160479;-0.053605;-0.712320;-0.968321;-0.897200;
0.014120;0.180121;-0.159625;-0.053008;-0.709049;-0.964993;-0.893576;
0.014130;0.179054;-0.158771;-0.052412;-0.705817;-0.961647;-0.889930;
0.014140;0.177985;-0.157918;-0.051818;-0.702623;-0.958282;-0.886260;
0.014150;0.176912;-0.157065;-0.051226;-0.699466;-0.954899;-0.882568;
0.014160;0.175836;-0.156214;-0.050636;-0.696347;-0.951499;-0.878854;
0.014170;0.174756;-0.155364;-0.050047;-0.693263;-0.948082;-0.875119;
0.014180;0.173673;-0.154515;-0.049462;-0.690215;-0.944649;-0.871362;
0.014190;0.172587;-0.153668;-0.048878;-0.687202;-0.941200;-0.867584;
0.014200;0.171497;-0.152823;-0.048298;-0.684223;-0.937735;-0.863786;
0.014210;0.170402;-0.151980;-0.047720;-0.681277;-0.934255;-0.859968;
0.014220;0.169304;-0.151138;-0.047145;-0.678363;-0.930761;-0.856131;
0.014230;0.168202;-0.150299;-0.046573;-0.675481;-0.927253;-0.852275;
0.014240;0.167096;-0.149462;-0.046005;-0.672629;-0.923731;-0.848400;
0.014250;0.165985;-0.148627;-0.045440;-0.669806;-0.920196;-0.844508;
0.014260;0.164870;-0.147795;-0.044879;-0.667012;-0.916649;-0.840598;
0.014270;0.163750;-0.146966;-0.044321;-0.664245;-0.913089;-0.836672;
0.014280;0.162626;-0.146139;-0.043768;-0.661504;-0.909519;-0.832729;
0.014290;0.161498;-0.145316;-0.043218;-0.658788;-0.905937;-0.828771;
0.014300;0.160364;-0.144495;-0.042672;-0.656096;-0.902344;-0.824798;
0.014310;0.159226;-0.143678;-0.042131;-0.653427;-0.898742;-0.820810;
0.014320;0.158082;-0.142864;-0.041594;-0.650779;-0.895131;-0.816808;
0.014330;0.156934;-0.142053;-0.041062;-0.648151;-0.891510;-0.812793;
0.014340;0.155781;-0.141245;-0.040534;-0.645542;-0.887881;-0.808765;
0.014350;0.154622;-0.140441;-0.040011;-0.642950;-0.884244;-0.804725;
0.014360;0.153459;-0.139641;-0.039493;-0.640375;-0.880600;-0.800673;
0.014370;0.152290;-0.138844;-0.038979;-0.637815;-0.876949;-0.796610;
0.014380;0.151116;-0.138051;-0.038470;-0.635268;-0.873291;-0.792537;
0.014390;0.149936;-0.137262;-0.037967;-0.632733;-0.869627;-0.788454;
0.014400;0.148751;-0.136477;-0.037468;-0.630208;-0.865959;-0.784362;
0.014410;0.147561;-0.135695;-0.036975;-0.627693;-0.862285;-0.780261;
0.014420;0.146365;-0.134917;-0.036486;-0.625186;-0.858606;-0.776152;
0.014430;0.145164;-0.134144;-0.036003;-0.622685;-0.854924;-0.772035;
0.014440;0.143957;-0.133374;-0.035525;-0.620189;-0.851238;-0.767912;
0.014450;0.142745;-0.132608;-0.035053;-0.617696;-0.847550;-0.763782;
0.014460;0.141527;-0.131846;-0.034585;-0.615205;-0.843858;-0.759647;
0.014470;0.140304;-0.131089;-0.034123;-0.612714;-0.840165;-0.755507;
0.014480;0.139075;-0.130335;-0.033667;-0.610222;-0.836470;-0.751362;
0.014490;0.137841;-0.129585;-0.033215;-0.607728;-0.832773;-0.747213;
0.014500;0.136601;-0.128840;-0.032770;-0.605230;-0.829076;-0.743061;
0.014510;0.135356;-0.128098;-0.032329;-0.602726;-0.825378;-0.738906;
0.014520;0.134105;-0.127360;-0.031894;-0.600215;-0.821681;-0.734749;
0.014530;0.132848;-0.126626;-0.031464;-0.597695;-0.817983;-0.730590;
0.014540;0.131586;-0.125896;-0.031039;-0.595166;-0.814287;-0.726430;
0.014550;0.130319;-0.125170;-0.030619;-0.592625;-0.810591;-0.722269;
0.014560;0.129046;-0.124448;-0.030205;-0.590071;-0.806897;-0.718109;
0.014570;0.127768;-0.123730;-0.029796;-0.587502;-0.803205;-0.713948;
0.014580;0.126484;-0.123015;-0.029392;-0.584918;-0.799515;-0.709789;
0.014590;0.125196;-0.122304;-0.028993;-0.582317;-0.795828;-0.705631;
0.014600;0.123902;-0.121597;-0.028599;-0.579698;-0.792143;-0.701475;
0.014610;0.122602;-0.120893;-0.028210;-0.577058;-0.788462;-0.697322;
0.014620;0.121298;-0.120192;-0.027825;-0.574397;-0.784783;-0.693171;
0.014630;0.119989;-0.119495;-0.027446;-0.571713;-0.781109;-0.689024;
0.014640;0.118675;-0.118802;-0.027071;-0.569006;-0.777438;-0.684880;
0.014650;0.117355;-0.118111;-0.026701;-0.566273;-0.773772;-0.680740;
0.014660;0.116031;-0.117424;-0.026335;-0.563514;-0.770110;-0.676605;
0.014670;0.114703;-0.116739;-0.025973;-0.560727;-0.766452;-0.672475;
0.014680;0.113369;-0.116058;-0.025616;-0.557911;-0.762800;-0.668351;
0.014690;0.112031;-0.115379;-0.025263;-0.555065;-0.759152;-0.664232;
0.014700;0.110689;-0.114703;-0.024914;-0.552189;-0.755509;-0.660119;
0.014710;0.109342;-0.114029;-0.024569;-0.549279;-0.751872;-0.656013;
0.014720;0.107991;-0.113358;-0.024228;-0.546337;-0.748240;-0.651913;
0.014730;0.106635;-0.112689;-0.023891;-0.543360;-0.744614;-0.647820;
0.014740;0.105276;-0.112023;-0.023557;-0.540347;-0.740994;-0.643735;
0.014750;0.103913;-0.111358;-0.023226;-0.537298;-0.737379;-0.639657;
0.014760;0.102546;-0.110696;-0.022899;-0.534212;-0.733770;-0.635587;
0.014770;0.101175;-0.110035;-0.022575;-0.531088;-0.730167;-0.631525;
0.014780;0.099800;-0.109375;-0.022254;-0.527925;-0.726570;-0.627472;
0.014790;0.098422;-0.108718;-0.021935;-0.524722;-0.722980;-0.623427;
0.014800;0.097041;-0.108061;-0.021620;-0.521478;-0.719395;-0.619390;
0.014810;0.095656;-0.107406;-0.021307;-0.518194;-0.715816;-0.615363;
0.014820;0.094269;-0.106752;-0.020996;-0.514867;-0.712243;-0.611344;
0.014830;0.092878;-0.106099;-0.020687;-0.511497;-0.708677;-0.607335;
0.014840;0.091484;-0.105447;-0.020380;-0.508085;-0.705116;-0.603335;
0.014850;0.090088;-0.104795;-0.020076;-0.504629;-0.701561;-0.599345;
0.014860;0.088690;-0.104143;-0.019773;-0.501128;-0.698013;-0.595363;
0.014870;0.087288;-0.103492;-0.019471;-0.497583;-0.694470;-0.591392;
0.014880;0.085885;-0.102841;-0.019171;-0.493993;-0.690932;-0.587430;
0.014890;0.084479;-0.102190;-0.018872;-0.490358;-0.687400;-0.583477;
0.014900;0.083071;-0.101539;-0.018574;-0.486676;-0.683874;-0.579535;
0.014910;0.081662;-0.100887;-0.018277;-0.482949;-0.680353;-0.575601;
0.014920;0.080251;-0.100235;-0.017980;-0.479176;-0.676837;-0.571678;
0.014930;0.078838;-0.099582;-0.017684;-0.475356;-0.673327;-0.567764;
0.014940;0.077424;-0.098928;-0.017388;-0.471490;-0.669821;-0.563859;
0.014950;0.076008;-0.098274;-0.017093;-0.467578;-0.666319;-0.559964;
0.014960;0.074591;-0.097618;-0.016797;-0.463619;-0.662822;-0.556079;
0.014970;0.073174;-0.096961;-0.016501;-0.459613;-0.659330;-0.552202;
0.014980;0.071755;-0.096302;-0.016205;-0.455561;-0.655841;-0.548335;
0.014990;0.070336;-0.095642;-0.015908;-0.451463;-0.652356;-0.544476;
0.015000;0.068916;-0.094980;-0.015610;-0.447318;-0.648875;-0.540627;
0.015010;0.067496;-0.094315;-0.015312;-0.443128;-0.645397;-0.536786;
0.015020;0.066075;-0.093649;-0.015012;-0.438892;-0.641922;-0.532953;
0.015030;0.064655;-0.092981;-0.014711;-0.434611;-0.638450;-0.529129;
0.015040;0.063234;-0.092310;-0.014409;-0.430285;-0.634980;-0.525313;
0.015050;0.061814;-0.091637;-0.014105;-0.425914;-0.631513;-0.521505;
0.015060;0.060394;-0.090961;-0.013799;-0.421500;-0.628047;-0.517704;
0.015070;0.058974;-0.090282;-0.013492;-0.417041;-0.624583;-0.513910;
0.015080;0.057555;-0.089600;-0.013182;-0.412540;-0.621120;-0.510124;
0.015090;0.056136;-0.088915;-0.012870;-0.407996;-0.617658;-0.506344;
0.015100;0.054719;-0.088226;-0.012556;-0.403411;-0.614196;-0.502571;
0.015110;0.053302;-0.087535;-0.012239;-0.398784;-0.610735;-0.498804;
0.015120;0.051887;-0.086840;-0.011920;-0.394116;-0.607274;-0.495042;
0.015130;0.050472;-0.086141;-0.011598;-0.389410;-0.603812;-0.491287;
0.015140;0.049059;-0.085438;-0.011272;-0.384664;-0.600349;-0.487536;
0.015150;0.047648;-0.084732;-0.010944;-0.379880;-0.596885;-0.483790;
0.015160;0.046238;-0.084022;-0.010613;-0.375058;-0.593420;-0.480049;
0.015170;0.044830;-0.083307;-0.010278;-0.370201;-0.589953;-0.476312;
0.015180;0.043423;-0.082588;-0.009939;-0.365308;-0.586483;-0.472578;
0.015190;0.042019;-0.081866;-0.009597;-0.360380;-0.583011;-0.468848;
0.015200;0.040617;-0.081138;-0.009252;-0.355420;-0.579536;-0.465120;
0.015210;0.039216;-0.080406;-0.008902;-0.350426;-0.576057;-0.461395;
0.015220;0.037818;-0.079670;-0.008549;-0.345402;-0.572574;-0.457673;
0.015230;0.036423;-0.078929;-0.008191;-0.340347;-0.569088;-0.453952;
0.015240;0.035030;-0.078183;-0.007830;-0.335263;-0.565596;-0.450232;
0.015250;0.033639;-0.077432;-0.007464;-0.330151;-0.562100;-0.446513;
0.015260;0.032251;-0.076677;-0.007094;-0.325012;-0.558599;-0.442794;
0.015270;0.030866;-0.075917;-0.006720;-0.319847;-0.555092;-0.439075;
0.015280;0.029483;-0.075151;-0.006341;-0.314658;-0.551578;-0.435356;
0.015290;0.028103;-0.074381;-0.005957;-0.309446;-0.548058;-0.431636;
0.015300;0.026727;-0.073605;-0.005569;-0.304212;-0.544532;-0.427915;
0.015310;0.025353;-0.072824;-0.005176;-0.298957;-0.540998;-0.424191;
0.015320;0.023982;-0.072039;-0.004779;-0.293683;-0.537457;-0.420466;
0.015330;0.022615;-0.071248;-0.004377;-0.288391;-0.533907;-0.416738;
0.015340;0.021251;-0.070451;-0.003970;-0.283082;-0.530350;-0.413006;
0.015350;0.019890;-0.069650;-0.003558;-0.277757;-0.526783;-0.409271;
0.015360;0.018532;-0.068843;-0.003141;-0.272419;-0.523208;-0.405532;
0.015370;0.017178;-0.068031;-0.002720;-0.267068;-0.519623;-0.401789;
0.015380;0.015827;-0.067213;-0.002293;-0.261705;-0.516029;-0.398040;
0.015390;0.014479;-0.066390;-0.001862;-0.256332;-0.512425;-0.394286;
0.015400;0.013135;-0.065562;-0.001425;-0.250951;-0.508810;-0.390527;
0.015410;0.011794;-0.064729;-0.000984;-0.245563;-0.505185;-0.386761;
0.015420;0.010457;-0.063890;-0.000537;-0.240168;-0.501548;-0.382988;
0.015430;0.009124;-0.063047;-0.000086;-0.234769;-0.497901;-0.379208;
0.015440;0.007794;-0.062198;0.000370;-0.229367;-0.494241;-0.375421;
0.015450;0.006468;-0.061343;0.000832;-0.223963;-0.490570;-0.371625;
0.015460;0.005145;-0.060484;0.001298;-0.218559;-0.486887;-0.367822;
0.015470;0.003825;-0.059619;0.001769;-0.213156;-0.483192;-0.364009;
0.015480;0.002510;-0.058750;0.002244;-0.207755;-0.479483;-0.360188;
0.015490;0.001198;-0.057875;0.002725;-0.202357;-0.475762;-0.356356;
0.015500;-0.000111;-0.056996;0.003210;-0.196965;-0.472028;-0.352515;
0.015510;-0.001416;-0.056111;0.003700;-0.191579;-0.468280;-0.348664;
0.015520;-0.002717;-0.055222;0.004195;-0.186200;-0.464519;-0.344802;
0.015530;-0.004015;-0.054328;0.004694;-0.180830;-0.460743;-0.340929;
0.015540;-0.005309;-0.053429;0.005198;-0.175471;-0.456954;-0.337044;
0.015550;-0.006600;-0.052526;0.005706;-0.170123;-0.453151;-0.333148;
0.015560;-0.007888;-0.051618;0.006218;-0.164788;-0.449333;-0.329240;
0.015570;-0.009172;-0.050705;0.006735;-0.159466;-0.445501;-0.325319;
0.015580;-0.010453;-0.049789;0.007256;-0.154160;-0.441654;-0.321386;
0.015590;-0.011730;-0.048868;0.007781;-0.148870;-0.437793;-0.317440;
0.015600;-0.013004;-0.047943;0.008310;-0.143597;-0.433916;-0.313481;
0.015610;-0.014275;-0.047014;0.008843;-0.138343;-0.430024;-0.309509;
0.015620;-0.015543;-0.046080;0.009380;-0.133109;-0.426118;-0.305522;
0.015630;-0.016807;-0.045144;0.009921;-0.127895;-0.422196;-0.301522;
0.015640;-0.018069;-0.044203;0.010465;-0.122703;-0.418259;-0.297507;
0.015650;-0.019328;-0.043259;0.011013;-0.117534;-0.414306;-0.293479;
0.015660;-0.020583;-0.042311;0.011563;-0.112389;-0.410338;-0.289435;
0.015670;-0.021836;-0.041360;0.012118;-0.107268;-0.406355;-0.285377;
0.015680;-0.023086;-0.040406;0.012675;-0.102173;-0.402356;-0.281304;
0.015690;-0.024333;-0.039449;0.013235;-0.097105;-0.398342;-0.277216;
0.015700;-0.025578;-0.038489;0.013798;-0.092064;-0.394312;-0.273113;
0.015710;-0.026820;-0.037526;0.014364;-0.087052;-0.390267;-0.268994;
0.015720;-0.028060;-0.036560;0.014932;-0.082068;-0.386207;-0.264860;
0.015730;-0.029297;-0.035592;0.015503;-0.077115;-0.382131;-0.260710;
0.015740;-0.030532;-0.034621;0.016076;-0.072192;-0.378040;-0.256545;
0.015750;-0.031764;-0.033648;0.016651;-0.067300;-0.373933;-0.252364;
0.015760;-0.032995;-0.032674;0.017228;-0.062440;-0.369812;-0.248168;
0.015770;-0.034223;-0.031697;0.017807;-0.057612;-0.365676;-0.243955;
0.015780;-0.035450;-0.030718;0.018388;-0.052817;-0.361524;-0.239727;
0.015790;-0.036675;-0.029738;0.018970;-0.048056;-0.357358;-0.235483;
0.015800;-0.037898;-0.028756;0.019553;-0.043329;-0.353178;-0.231223;
0.015810;-0.039119;-0.027773;0.020138;-0.038636;-0.348983;-0.226948;
0.015820;-0.040339;-0.026789;0.020724;-0.033979;-0.344773;-0.222657;
0.015830;-0.041557;-0.025803;0.021311;-0.029356;-0.340549;-0.218350;
0.015840;-0.042774;-0.024817;0.021898;-0.024769;-0.336312;-0.214028;
0.015850;-0.043989;-0.023830;0.022486;-0.020217;-0.332061;-0.209690;
0.015860;-0.045204;-0.022843;0.023074;-0.015702;-0.327796;-0.205337;
0.015870;-0.046417;-0.021855;0.023663;-0.011223;-0.323517;-0.200968;
0.015880;-0.047630;-0.020867;0.024251;-0.006780;-0.319226;-0.196585;
0.015890;-0.048841;-0.019879;0.024840;-0.002374;-0.314922;-0.192187;
0.015900;-0.050052;-0.018891;0.025428;0.001996;-0.310605;-0.187773;
0.015910;-0.051263;-0.017903;0.026016;0.006329;-0.306276;-0.183345;
0.015920;-0.052472;-0.016916;0.026604;0.010626;-0.301935;-0.178903;
0.015930;-0.053681;-0.015929;0.027190;0.014886;-0.297582;-0.174447;
0.015940;-0.054890;-0.014942;0.027776;0.019110;-0.293217;-0.169976;
0.015950;-0.056099;-0.013957;0.028361;0.023297;-0.288842;-0.165492;
0.015960;-0.057308;-0.012972;0.028945;0.027449;-0.284455;-0.160994;
0.015970;-0.058516;-0.011989;0.029527;0.031565;-0.280058;-0.156483;
0.015980;-0.059725;-0.011007;0.030107;0.035645;-0.275651;-0.151960;
0.015990;-0.060933;-0.010026;0.030686;0.039690;-0.271234;-0.147423;
0.016000;-0.062142;-0.009047;0.031264;0.043700;-0.266807;-0.142874;
0.016010;-0.063352;-0.008070;0.031839;0.047675;-0.262371;-0.138313;
0.016020;-0.064562;-0.007094;0.032412;0.051616;-0.257926;-0.133740;
0.016030;-0.065772;-0.006120;0.032983;0.055524;-0.253473;-0.129156;
0.016040;-0.066983;-0.005149;0.033552;0.059398;-0.249012;-0.124560;
0.016050;-0.068194;-0.004179;0.034118;0.063240;-0.244543;-0.119954;
0.016060;-0.069407;-0.003212;0.034681;0.067050;-0.240066;-0.115338;
0.016070;-0.070620;-0.002248;0.035242;0.070828;-0.235583;-0.110712;
0.016080;-0.071835;-0.001286;0.035800;0.074575;-0.231093;-0.106076;
0.016090;-0.073050;-0.000327;0.036355;0.078293;-0.226596;-0.101430;
0.016100;-0.074267;0.000630;0.036906;0.081980;-0.222094;-0.096776;
0.016110;-0.075484;0.001584;0.037454;0.085639;-0.217587;-0.092114;
0.016120;-0.076704;0.002534;0.037999;0.089270;-0.213074;-0.087443;
0.016130;-0.077924;0.003482;0.038541;0.092873;-0.208557;-0.082765;
0.016140;-0.079146;0.004426;0.039079;0.096451;-0.204036;-0.078080;
0.016150;-0.080369;0.005367;0.039613;0.100002;-0.199511;-0.073388;
0.016160;-0.081594;0.006304;0.040143;0.103529;-0.194982;-0.068690;
0.016170;-0.082821;0.007238;0.040670;0.107032;-0.190451;-0.063986;
0.016180;-0.084049;0.008169;0.041192;0.110512;-0.185917;-0.059276;
0.016190;-0.085279;0.009096;0.041711;0.113970;-0.181381;-0.054562;
0.016200;-0.086510;0.010019;0.042225;0.117407;-0.176843;-0.049843;
0.016210;-0.087744;0.010938;0.042735;0.120824;-0.172303;-0.045120;
0.016220;-0.088979;0.011854;0.043241;0.124221;-0.167763;-0.040394;
0.016230;-0.090217;0.012765;0.043742;0.127601;-0.163222;-0.035665;
0.016240;-0.091456;0.013673;0.044239;0.130964;-0.158681;-0.030933;
0.016250;-0.092697;0.014577;0.044731;0.134310;-0.154141;-0.026199;
0.016260;-0.093940;0.015476;0.045219;0.137642;-0.149600;-0.021463;
0.016270;-0.095186;0.016372;0.045703;0.140960;-0.145061;-0.016726;
0.016280;-0.096433;0.017263;0.046181;0.144265;-0.140524;-0.011988;
0.016290;-0.097683;0.018150;0.046655;0.147558;-0.135988;-0.007250;
0.016300;-0.098934;0.019033;0.047125;0.150841;-0.131454;-0.002512;
0.016310;-0.100188;0.019912;0.047589;0.154114;-0.126923;0.002225;
0.016320;-0.101444;0.020786;0.048049;0.157379;-0.122395;0.006961;
0.016330;-0.102702;0.021657;0.048504;0.160636;-0.117871;0.011695;
0.016340;-0.103962;0.022523;0.048954;0.163888;-0.113349;0.016428;
0.016350;-0.105224;0.023385;0.049400;0.167134;-0.108832;0.021158;
0.016360;-0.106489;0.024242;0.049841;0.170376;-0.104319;0.025884;
0.016370;-0.107755;0.025095;0.050276;0.173615;-0.099811;0.030608;
0.016380;-0.109024;0.025944;0.050708;0.176853;-0.095308;0.035327;
0.016390;-0.110295;0.026789;0.051134;0.180090;-0.090810;0.040043;
0.016400;-0.111567;0.027630;0.051555;0.183328;-0.086318;0.044753;
0.016410;-0.112842;0.028466;0.051972;0.186567;-0.081832;0.049458;
0.016420;-0.114119;0.029298;0.052384;0.189810;-0.077352;0.054158;
0.016430;-0.115398;0.030126;0.052792;0.193055;-0.072878;0.058852;
0.016440;-0.116679;0.030950;0.053194;0.196306;-0.068411;0.063539;
0.016450;-0.117962;0.031770;0.053592;0.199563;-0.063952;0.068220;
0.016460;-0.119247;0.032586;0.053986;0.202827;-0.059499;0.072893;
