time;CAPBUS_cap_p_v_0_;MACHINE_machine_terminal_i_0_;MACHINE_machine_terminal_i_1_;MACHINE_machine_terminal_i_2_;MACHINE_machine_omegaPu;MACHINE_machine_theta;MACHINE_machine_cePu;MACHINE_machine_UStatorPu;MACHINE_machine_ifPu;
0.004140;0.545919;-0.319732;-0.642244;0.961976;0.999990;2.106593;0.639413;0.951428;0.925281;
0.004160;0.540494;-0.313633;-0.645864;0.959497;0.999990;2.112876;0.638526;0.955181;0.924977;
0.004180;0.534906;-0.307464;-0.649370;0.956834;0.999990;2.119160;0.637546;0.958710;0.924629;
0.004200;0.529146;-0.301230;-0.652769;0.953999;0.999990;2.125443;0.636481;0.961994;0.924239;
0.004220;0.523210;-0.294932;-0.656069;0.951001;0.999990;2.131726;0.635338;0.965015;0.923810;
0.004240;0.517092;-0.288573;-0.659277;0.947851;0.999990;2.138009;0.634123;0.967756;0.923343;
0.004260;0.510790;-0.282158;-0.662402;0.944560;0.999990;2.144292;0.632847;0.970201;0.922842;
0.004280;0.504302;-0.275689;-0.665452;0.941141;0.999990;2.150575;0.631516;0.972337;0.922308;
0.004300;0.497628;-0.269171;-0.668435;0.937605;0.999989;2.156858;0.630141;0.974152;0.921746;
0.004320;0.490767;-0.262608;-0.671359;0.933967;0.999989;2.163141;0.628729;0.975637;0.921158;
0.004340;0.483722;-0.256006;-0.674234;0.930240;0.999989;2.169425;0.627290;0.976784;0.920548;
0.004360;0.476495;-0.249369;-0.677067;0.926436;0.999989;2.175708;0.625833;0.977586;0.919920;
0.004380;0.469088;-0.242703;-0.679868;0.922571;0.999989;2.181991;0.624367;0.978042;0.919277;
0.004400;0.461504;-0.236013;-0.682644;0.918657;0.999989;2.188274;0.622902;0.978148;0.918623;
0.004420;0.453747;-0.229306;-0.685404;0.914709;0.999989;2.194557;0.621446;0.977905;0.917964;
0.004440;0.445819;-0.222587;-0.688155;0.910742;0.999989;2.200840;0.620009;0.977315;0.917302;
0.004460;0.437724;-0.215862;-0.690906;0.906769;0.999989;2.207123;0.618599;0.976384;0.916642;
0.004480;0.429466;-0.209138;-0.693665;0.902803;0.999989;2.213406;0.617225;0.975118;0.915989;
0.004500;0.421047;-0.202419;-0.696439;0.898858;0.999989;2.219689;0.615895;0.973525;0.915346;
0.004520;0.412472;-0.195713;-0.699235;0.894948;0.999989;2.225973;0.614618;0.971616;0.914717;
0.004540;0.403742;-0.189024;-0.702061;0.891085;0.999989;2.232256;0.613400;0.969404;0.914108;
0.004560;0.394861;-0.182359;-0.704922;0.887280;0.999989;2.238539;0.612249;0.966902;0.913521;
0.004580;0.385832;-0.175722;-0.707825;0.883547;0.999989;2.244822;0.611173;0.964128;0.912961;
0.004600;0.376659;-0.169118;-0.710776;0.879895;0.999989;2.251105;0.610176;0.961098;0.912431;
0.004620;0.367344;-0.162553;-0.713781;0.876334;0.999989;2.257388;0.609265;0.957832;0.911936;
0.004640;0.357891;-0.156030;-0.716845;0.872875;0.999989;2.263671;0.608446;0.954351;0.911477;
0.004660;0.348304;-0.149553;-0.719972;0.869525;0.999989;2.269954;0.607722;0.950677;0.911058;
0.004680;0.338589;-0.143125;-0.723167;0.866292;0.999989;2.276238;0.607097;0.946833;0.910683;
0.004700;0.328751;-0.136750;-0.726434;0.863184;0.999989;2.282521;0.606576;0.942845;0.910353;
0.004720;0.318796;-0.130429;-0.729775;0.860204;0.999989;2.288804;0.606161;0.938736;0.910070;
0.004740;0.308732;-0.124165;-0.733193;0.857359;0.999989;2.295087;0.605854;0.934534;0.909838;
0.004760;0.298567;-0.117960;-0.736691;0.854651;0.999989;2.301370;0.605656;0.930265;0.909656;
0.004780;0.288311;-0.111814;-0.740269;0.852083;0.999989;2.307653;0.605568;0.925956;0.909527;
0.004800;0.277974;-0.105728;-0.743929;0.849657;0.999989;2.313936;0.605590;0.921634;0.909451;
0.004820;0.267569;-0.099702;-0.747670;0.847373;0.999989;2.320219;0.605722;0.917327;0.909429;
0.004840;0.257108;-0.093737;-0.751492;0.845229;0.999989;2.326502;0.605962;0.913062;0.909461;
0.004860;0.246607;-0.087831;-0.755394;0.843224;0.999989;2.332786;0.606307;0.908866;0.909548;
0.004880;0.236079;-0.081983;-0.759372;0.841356;0.999989;2.339069;0.606756;0.904766;0.909688;
0.004900;0.225542;-0.076194;-0.763425;0.839619;0.999989;2.345352;0.607305;0.900786;0.909881;
0.004920;0.215013;-0.070461;-0.767549;0.838010;0.999989;2.351635;0.607949;0.896953;0.910125;
