time;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_UPu;SM_generator_efdPu;SM_pss_UPssPu;
1.005064;0.996634;13.094915;0.900500;7.000000;-0.100000;
1.005128;0.996637;13.094115;0.900552;7.000000;-0.100000;
1.005256;0.996642;13.092520;0.900655;7.000000;-0.100000;
1.005512;0.996654;13.089350;0.900861;7.000000;-0.100000;
1.006024;0.996677;13.083089;0.901271;7.000000;-0.100000;
1.007048;0.996723;13.070885;0.902081;7.000000;-0.100000;
1.008072;0.996769;13.059105;0.902878;7.000000;-0.100000;
1.009096;0.996815;13.047750;0.903664;7.000000;-0.100000;
1.010120;0.996861;13.036820;0.904438;7.000000;-0.100000;
1.011144;0.996907;13.026315;0.905201;7.000000;-0.100000;
1.012168;0.996953;13.016234;0.905952;7.000000;-0.100000;
1.013192;0.996999;13.006577;0.906693;7.000000;-0.100000;
1.014216;0.997046;12.997344;0.907423;7.000000;-0.100000;
1.015240;0.997092;12.988535;0.908142;7.000000;-0.100000;
1.016264;0.997139;12.980149;0.908851;7.000000;-0.100000;
1.018312;0.997232;12.964640;0.910240;7.000000;-0.100000;
1.020155;0.997316;12.952124;0.911458;7.000000;-0.100000;
1.021998;0.997400;12.940970;0.912645;7.000000;-0.100000;
1.023841;0.997484;12.931174;0.913805;7.000000;-0.100000;
1.024920;0.997533;12.926071;0.914470;7.000000;-0.100000;
1.024921;0.997533;12.926066;0.914471;6.999503;-0.100000;
1.024922;0.997533;12.926061;0.914471;6.999005;-0.100000;
1.024924;0.997534;12.926052;0.914473;6.998009;-0.100000;
1.024928;0.997534;12.926034;0.914475;6.996016;-0.100000;
1.024936;0.997534;12.925998;0.914480;6.992033;-0.100000;
1.024952;0.997535;12.925926;0.914490;6.984071;-0.100000;
1.024984;0.997536;12.925781;0.914509;6.968167;-0.100000;
1.025048;0.997539;12.925489;0.914548;6.936434;-0.100000;
1.025176;0.997545;12.924900;0.914626;6.873274;-0.100000;
1.025432;0.997557;12.923701;0.914781;6.748160;-0.100000;
1.025944;0.997580;12.921219;0.915085;6.502675;-0.100000;
1.026968;0.997627;12.915924;0.915676;6.029968;-0.100000;
1.029016;0.997721;12.904110;0.916786;5.152476;-0.100000;
1.031064;0.997815;12.890782;0.917807;4.359362;-0.100000;
1.033112;0.997909;12.876095;0.918740;3.642619;-0.100000;
1.035160;0.998004;12.860205;0.919591;2.994808;-0.100000;
1.037208;0.998098;12.843263;0.920363;2.409216;-0.100000;
1.039256;0.998193;12.825413;0.921061;1.879850;-0.100000;
1.041304;0.998288;12.806795;0.921687;1.401374;-0.100000;
1.043352;0.998384;12.787540;0.922246;0.969038;-0.100000;
1.045400;0.998479;12.767777;0.922741;0.578614;-0.100000;
1.047448;0.998575;12.747627;0.923175;0.226327;-0.100000;
1.049496;0.998671;12.727207;0.923551;-0.091193;-0.100000;
1.051544;0.998768;12.706629;0.923873;-0.376966;-0.100000;
1.053592;0.998864;12.685999;0.924142;-0.633699;-0.100000;
1.055640;0.998961;12.665419;0.924363;-0.863823;-0.100000;
1.057688;0.999058;12.644988;0.924537;-1.069529;-0.100000;
1.059736;0.999156;12.624798;0.924668;-1.252795;-0.100000;
1.063832;0.999351;12.585596;0.924811;-1.560955;-0.100000;
1.067928;0.999548;12.548394;0.924808;-1.798773;-0.100000;
1.072024;0.999745;12.513763;0.924675;-1.976037;-0.100000;
1.076120;0.999944;12.482237;0.924428;-2.101306;-0.100000;
1.080216;1.000143;12.454303;0.924080;-2.181913;-0.100000;
1.084312;1.000342;12.430399;0.923645;-2.224115;-0.100000;
1.087998;1.000522;12.412638;0.923189;-2.233486;-0.100000;
1.091685;1.000703;12.398726;0.922679;-2.219647;-0.100000;
1.095371;1.000884;12.388875;0.922123;-2.185420;-0.100000;
1.099057;1.001065;12.383287;0.921528;-2.133401;-0.100000;
1.102744;1.001246;12.382135;0.920899;-2.065886;-0.100000;
1.106430;1.001426;12.385572;0.920241;-1.984916;-0.100000;
1.110117;1.001607;12.393728;0.919560;-1.892307;-0.100000;
1.113803;1.001788;12.406715;0.918860;-1.789674;-0.100000;
1.117489;1.001968;12.424626;0.918144;-1.678456;-0.100000;
1.121176;1.002147;12.447534;0.917416;-1.559935;-0.100000;
1.124862;1.002326;12.475499;0.916679;-1.435251;-0.100000;
1.128549;1.002504;12.508564;0.915936;-1.305417;-0.100000;
1.131101;1.002627;12.534463;0.915418;-1.213029;-0.100000;
1.131102;1.002627;12.534476;0.915418;-1.206147;-0.099966;
1.131103;1.002627;12.534487;0.915418;-1.199226;-0.099931;
1.131105;1.002627;12.534508;0.915418;-1.185380;-0.099862;
1.131109;1.002627;12.534551;0.915417;-1.157696;-0.099725;
1.131117;1.002628;12.534637;0.915415;-1.102330;-0.099449;
1.131133;1.002628;12.534812;0.915412;-0.991617;-0.098899;
1.131165;1.002630;12.535170;0.915406;-0.770273;-0.097798;
1.131229;1.002633;12.535925;0.915394;-0.327909;-0.095598;
1.131357;1.002639;12.537582;0.915373;0.555520;-0.091204;
1.131613;1.002652;12.541495;0.915343;2.317169;-0.082443;
1.132125;1.002676;12.551717;0.915325;5.819532;-0.065023;
