time;S_circuit_vGenA;S_circuit_vBusA;S_circuit_iGenA;S_circuit_iGenB;S_circuit_iGenC;S_circuit_iLineA;S_circuit_Wr;S_circuit_dtheta;S_circuit_Te;
0.012800;-0.890576;-0.879391;-0.039128;0.064179;-0.025051;-0.869366;0.999978;1.570757;0.027547;
0.012850;-0.872566;-0.863391;-0.039933;0.061380;-0.021447;-0.898613;0.999978;1.570756;0.022945;
0.012900;-0.854037;-0.847050;-0.040677;0.058485;-0.017807;-0.927605;0.999978;1.570756;0.018189;
0.012950;-0.835112;-0.830144;-0.041360;0.055525;-0.014165;-0.956167;0.999978;1.570756;0.013330;
0.013000;-0.815907;-0.812478;-0.041985;0.052530;-0.010546;-0.983973;0.999978;1.570755;0.008416;
0.013050;-0.796510;-0.793930;-0.042554;0.049529;-0.006975;-1.010586;0.999978;1.570755;0.003488;
0.013100;-0.776970;-0.774479;-0.043073;0.046548;-0.003474;-1.035515;0.999978;1.570755;-0.001410;
0.013150;-0.757296;-0.754212;-0.043548;0.043613;-0.000065;-1.058289;0.999978;1.570754;-0.006240;
0.013200;-0.737458;-0.733309;-0.043983;0.040748;0.003235;-1.078530;0.999978;1.570754;-0.010958;
0.013250;-0.717398;-0.712022;-0.044381;0.037978;0.006403;-1.096005;0.999978;1.570754;-0.015519;
0.013300;-0.697053;-0.690622;-0.044743;0.035326;0.009418;-1.110664;0.999978;1.570753;-0.019874;
0.013350;-0.676367;-0.669362;-0.045070;0.032813;0.012257;-1.122635;0.999978;1.570753;-0.023968;
0.013400;-0.655310;-0.648428;-0.045359;0.030463;0.014896;-1.132196;0.999978;1.570753;-0.027746;
0.013450;-0.633893;-0.627913;-0.045608;0.028296;0.017312;-1.139719;0.999979;1.570752;-0.031152;
0.013500;-0.612170;-0.607806;-0.045813;0.026330;0.019483;-1.145604;0.999979;1.570752;-0.034131;
0.013550;-0.590231;-0.587995;-0.045973;0.024582;0.021391;-1.150201;0.999979;1.570752;-0.036637;
0.013600;-0.568199;-0.568301;-0.046087;0.023067;0.023020;-1.153757;0.999979;1.570751;-0.038629;
0.013650;-0.546206;-0.548510;-0.046156;0.021793;0.024363;-1.156379;0.999979;1.570751;-0.040079;
0.013700;-0.524375;-0.528424;-0.046183;0.020767;0.025416;-1.158026;0.999980;1.570751;-0.040971;
0.013750;-0.502805;-0.507902;-0.046175;0.019993;0.026182;-1.158534;0.999980;1.570750;-0.041299;
0.013800;-0.481556;-0.486888;-0.046137;0.019468;0.026669;-1.157671;0.999980;1.570750;-0.041067;
0.013850;-0.460642;-0.465431;-0.046076;0.019188;0.026888;-1.155196;0.999980;1.570750;-0.040289;
0.013900;-0.440034;-0.443676;-0.045999;0.019145;0.026853;-1.150934;0.999980;1.570749;-0.038982;
0.013950;-0.419669;-0.421838;-0.045910;0.019332;0.026578;-1.144834;0.999981;1.570749;-0.037168;
0.014000;-0.399467;-0.400169;-0.045812;0.019735;0.026077;-1.137000;0.999981;1.570749;-0.034868;
0.014050;-0.379346;-0.378908;-0.045706;0.020343;0.025363;-1.127710;0.999981;1.570748;-0.032106;
0.014100;-0.359245;-0.358242;-0.045592;0.021142;0.024449;-1.117383;0.999981;1.570748;-0.028903;
0.014150;-0.339132;-0.338269;-0.045467;0.022119;0.023348;-1.106535;0.999981;1.570748;-0.025284;
0.014200;-0.319015;-0.318983;-0.045328;0.023258;0.022071;-1.095712;0.999981;1.570748;-0.021277;
0.014250;-0.298942;-0.300277;-0.045175;0.024541;0.020634;-1.085413;0.999981;1.570747;-0.016911;
0.014300;-0.278987;-0.281962;-0.045007;0.025953;0.019054;-1.076034;0.999981;1.570747;-0.012227;
0.014350;-0.259243;-0.263802;-0.044825;0.027472;0.017353;-1.067817;0.999982;1.570747;-0.007270;
0.014400;-0.239795;-0.245565;-0.044634;0.029078;0.015556;-1.060836;0.999982;1.570746;-0.002095;
0.014450;-0.220710;-0.227056;-0.044441;0.030747;0.013693;-1.055015;0.999982;1.570746;0.003237;
0.014500;-0.202019;-0.208160;-0.044253;0.032456;0.011797;-1.050165;0.999982;1.570746;0.008658;
0.014550;-0.183709;-0.188862;-0.044080;0.034180;0.009900;-1.046048;0.999981;1.570746;0.014098;
0.014600;-0.165724;-0.169241;-0.043931;0.035892;0.008039;-1.042445;0.999981;1.570745;0.019488;
0.014650;-0.147970;-0.149459;-0.043812;0.037568;0.006244;-1.039220;0.999981;1.570745;0.024760;
0.014700;-0.130334;-0.129724;-0.043729;0.039184;0.004546;-1.036359;0.999981;1.570745;0.029851;
0.014750;-0.112698;-0.110248;-0.043686;0.040716;0.002970;-1.033994;0.999981;1.570744;0.034708;
0.014800;-0.094956;-0.091205;-0.043683;0.042144;0.001538;-1.032388;0.999981;1.570744;0.039282;
0.014850;-0.077037;-0.072693;-0.043718;0.043450;0.000268;-1.031893;0.999981;1.570744;0.043532;
0.014900;-0.058904;-0.054712;-0.043790;0.044617;-0.000827;-1.032894;0.999980;1.570743;0.047425;
0.014950;-0.040565;-0.037163;-0.043896;0.045629;-0.001734;-1.035737;0.999980;1.570743;0.050930;
0.015000;-0.022062;-0.019862;-0.044034;0.046475;-0.002440;-1.040664;0.999980;1.570743;0.054021;
0.015050;-0.003459;-0.002570;-0.044206;0.047141;-0.002935;-1.047767;0.999980;1.570743;0.056670;
0.015100;0.015172;0.014962;-0.044413;0.047618;-0.003205;-1.056965;0.999979;1.570742;0.058855;
0.015150;0.033772;0.032950;-0.044658;0.047895;-0.003237;-1.068008;0.999979;1.570742;0.060550;
0.015200;0.052310;0.051543;-0.044947;0.047963;-0.003016;-1.080519;0.999979;1.570742;0.061734;
0.015250;0.070791;0.070793;-0.045286;0.047816;-0.002530;-1.094045;0.999978;1.570741;0.062390;
0.015300;0.089259;0.090649;-0.045679;0.047446;-0.001767;-1.108132;0.999978;1.570741;0.062505;
0.015350;0.107794;0.110973;-0.046130;0.046849;-0.000719;-1.122385;0.999978;1.570740;0.062074;
0.015400;0.126496;0.131567;-0.046639;0.046025;0.000614;-1.136527;0.999977;1.570740;0.061100;
0.015450;0.145471;0.152209;-0.047203;0.044973;0.002230;-1.150421;0.999977;1.570740;0.059600;
0.015500;0.164814;0.172703;-0.047817;0.043698;0.004119;-1.164075;0.999977;1.570739;0.057595;
0.015550;0.184588;0.192913;-0.048472;0.042207;0.006265;-1.177608;0.999977;1.570739;0.055119;
0.015600;0.204818;0.212789;-0.049158;0.040510;0.008647;-1.191202;0.999976;1.570739;0.052213;
0.015650;0.225484;0.232378;-0.049863;0.038620;0.011243;-1.205033;0.999976;1.570738;0.048921;
0.015700;0.246527;0.251817;-0.050577;0.036551;0.014026;-1.219213;0.999976;1.570738;0.045291;
0.015750;0.267856;0.271300;-0.051289;0.034318;0.016971;-1.233733;0.999976;1.570738;0.041374;
0.015800;0.289368;0.291046;-0.051993;0.031940;0.020053;-1.248436;0.999975;1.570737;0.037217;
0.015850;0.310965;0.311251;-0.052682;0.029431;0.023251;-1.263019;0.999975;1.570737;0.032869;
0.015900;0.332568;0.332053;-0.053353;0.026811;0.026541;-1.277057;0.999975;1.570736;0.028374;
0.015950;0.354132;0.353500;-0.054002;0.024097;0.029905;-1.290058;0.999975;1.570736;0.023778;
0.016000;0.375648;0.375542;-0.054627;0.021306;0.033321;-1.301528;0.999975;1.570736;0.019125;
0.016050;0.397144;0.398032;-0.055224;0.018456;0.036768;-1.311036;0.999975;1.570735;0.014458;
0.016100;0.418674;0.420757;-0.055787;0.015567;0.040220;-1.318278;0.999975;1.570735;0.009825;
0.016150;0.440300;0.443468;-0.056310;0.012659;0.043651;-1.323105;0.999975;1.570734;0.005271;
0.016200;0.462082;0.465930;-0.056781;0.009752;0.047029;-1.325535;0.999975;1.570734;0.000846;
0.016250;0.484052;0.487953;-0.057190;0.006869;0.050321;-1.325731;0.999975;1.570734;-0.003403;
0.016300;0.506211;0.509432;-0.057523;0.004033;0.053490;-1.323954;0.999975;1.570733;-0.007428;
0.016350;0.528517;0.530356;-0.057768;0.001268;0.056500;-1.320504;0.999975;1.570733;-0.011184;
0.016400;0.550890;0.550805;-0.057914;-0.001404;0.059318;-1.315654;0.999975;1.570732;-0.014631;
0.016450;0.573219;0.570932;-0.057951;-0.003960;0.061912;-1.309589;0.999975;1.570732;-0.017734;
0.016500;0.595378;0.590924;-0.057875;-0.006380;0.064255;-1.302375;0.999975;1.570732;-0.020465;
0.016550;0.617243;0.610967;-0.057683;-0.008646;0.066329;-1.293943;0.999975;1.570731;-0.022804;
0.016600;0.638709;0.631199;-0.057376;-0.010742;0.068118;-1.284109;0.999975;1.570731;-0.024738;
0.016650;0.659705;0.651682;-0.056958;-0.012656;0.069614;-1.272616;0.999975;1.570730;-0.026259;
0.016700;0.680198;0.672385;-0.056434;-0.014377;0.070811;-1.259192;0.999975;1.570730;-0.027367;
0.016750;0.700198;0.693186;-0.055811;-0.015897;0.071708;-1.243618;0.999976;1.570730;-0.028066;
0.016800;0.719745;0.713887;-0.055095;-0.017210;0.072305;-1.225780;0.999976;1.570729;-0.028363;
0.016850;0.738901;0.734252;-0.054290;-0.018311;0.072602;-1.205716;0.999976;1.570729;-0.028269;
0.016900;0.757731;0.754044;-0.053401;-0.019198;0.072598;-1.183625;0.999976;1.570729;-0.027798;
0.016950;0.776284;0.773067;-0.052428;-0.019866;0.072294;-1.159853;0.999976;1.570728;-0.026964;
0.017000;0.794586;0.791202;-0.051373;-0.020316;0.071689;-1.134854;0.999976;1.570728;-0.025785;
0.017050;0.812623;0.808423;-0.050240;-0.020545;0.070785;-1.109129;0.999976;1.570727;-0.024281;
0.017100;0.830349;0.824799;-0.049030;-0.020557;0.069587;-1.083162;0.999976;1.570727;-0.022477;
0.017150;0.847688;0.840481;-0.047748;-0.020356;0.068104;-1.057355;0.999977;1.570727;-0.020399;
0.017200;0.864546;0.855671;-0.046404;-0.019947;0.066350;-1.031985;0.999977;1.570726;-0.018078;
0.017250;0.880831;0.870580;-0.045007;-0.019342;0.064348;-1.007180;0.999977;1.570726;-0.015547;
0.017300;0.896466;0.885389;-0.043571;-0.018553;0.062124;-0.982932;0.999977;1.570726;-0.012842;
0.017350;0.911405;0.900215;-0.042113;-0.017599;0.059712;-0.959123;0.999977;1.570725;-0.010002;
0.017400;0.925644;0.915087;-0.040648;-0.016499;0.057147;-0.935584;0.999977;1.570725;-0.007065;
0.017450;0.939219;0.929943;-0.039194;-0.015274;0.054469;-0.912151;0.999977;1.570724;-0.004070;
0.017500;0.952202;0.944645;-0.037766;-0.013950;0.051715;-0.888732;0.999977;1.570724;-0.001056;
0.017550;0.964693;0.959003;-0.036376;-0.012549;0.048925;-0.865345;0.999977;1.570724;0.001942;
0.017600;0.976795;0.972815;-0.035036;-0.011096;0.046131;-0.842141;0.999977;1.570723;0.004888;
0.017650;0.988607;0.985909;-0.033751;-0.009615;0.043366;-0.819402;0.999977;1.570723;0.007753;
0.017700;1.000202;0.998176;-0.032528;-0.008128;0.040656;-0.797502;0.999977;1.570723;0.010506;
0.017750;1.011621;1.009596;-0.031369;-0.006657;0.038026;-0.776860;0.999977;1.570722;0.013122;
0.017800;1.022867;1.020240;-0.030276;-0.005225;0.035501;-0.757874;0.999977;1.570722;0.015578;
0.017850;1.033908;1.030268;-0.029253;-0.003851;0.033103;-0.740858;0.999977;1.570722;0.017854;
0.017900;1.044693;1.039893;-0.028301;-0.002557;0.030858;-0.725993;0.999977;1.570721;0.019933;
0.017950;1.055161;1.049352;-0.027425;-0.001366;0.028790;-0.713303;0.999976;1.570721;0.021802;
0.018000;1.065259;1.058858;-0.026629;-0.000298;0.026927;-0.702650;0.999976;1.570720;0.023448;
0.018050;1.074958;1.068571;-0.025920;0.000623;0.025298;-0.693765;0.999976;1.570720;0.024866;
0.018100;1.084263;1.078565;-0.025303;0.001375;0.023928;-0.686296;0.999976;1.570720;0.026052;
0.018150;1.093217;1.088823;-0.024781;0.001937;0.022844;-0.679867;0.999976;1.570719;0.027006;
0.018200;1.101895;1.099241;-0.024357;0.002289;0.022068;-0.674146;0.999976;1.570719;0.027731;
0.018250;1.110397;1.109653;-0.024029;0.002416;0.021614;-0.668890;0.999976;1.570719;0.028233;
0.018300;1.118833;1.119867;-0.023794;0.002303;0.021491;-0.663982;0.999976;1.570718;0.028521;
0.018350;1.127304;1.129703;-0.023643;0.001941;0.021702;-0.659432;0.999975;1.570718;0.028607;
0.018400;1.135889;1.139031;-0.023566;0.001326;0.022241;-0.655355;0.999975;1.570717;0.028505;
0.018450;1.144630;1.147796;-0.023552;0.000456;0.023096;-0.651931;0.999975;1.570717;0.028228;
0.018500;1.153531;1.156035;-0.023585;-0.000665;0.024251;-0.649342;0.999975;1.570717;0.027794;
0.018550;1.162556;1.163866;-0.023654;-0.002033;0.025687;-0.647718;0.999975;1.570716;0.027221;
0.018600;1.171640;1.171470;-0.023746;-0.003638;0.027385;-0.647079;0.999975;1.570716;0.026528;
0.018650;1.180701;1.179059;-0.023850;-0.005472;0.029322;-0.647307;0.999975;1.570715;0.025736;
0.018700;1.189659;1.186831;-0.023957;-0.007522;0.031479;-0.648142;0.999974;1.570715;0.024867;
0.018750;1.198447;1.194938;-0.024059;-0.009778;0.033838;-0.649198;0.999974;1.570715;0.023944;
0.018800;1.207029;1.203454;-0.024151;-0.012227;0.036377;-0.650008;0.999974;1.570714;0.022990;
0.018850;1.215399;1.212362;-0.024225;-0.014853;0.039078;-0.650088;0.999974;1.570714;0.022027;
0.018900;1.223587;1.221553;-0.024276;-0.017641;0.041917;-0.648994;0.999974;1.570713;0.021077;
0.018950;1.231648;1.230851;-0.024298;-0.020572;0.044869;-0.646380;0.999974;1.570713;0.020158;
0.019000;1.239648;1.240038;-0.024281;-0.023624;0.047904;-0.642039;0.999974;1.570713;0.019288;
0.019050;1.247652;1.248898;-0.024216;-0.026772;0.050988;-0.635914;0.999974;1.570712;0.018479;
0.019100;1.255704;1.257252;-0.024093;-0.029990;0.054083;-0.628082;0.999974;1.570712;0.017739;
0.019150;1.263820;1.264988;-0.023901;-0.033247;0.057147;-0.618725;0.999974;1.570711;0.017075;
0.019200;1.271973;1.272084;-0.023630;-0.036510;0.060140;-0.608066;0.999973;1.570711;0.016489;
0.019250;1.280104;1.278600;-0.023271;-0.039749;0.063021;-0.596317;0.999973;1.570711;0.015979;
0.019300;1.288119;1.284668;-0.022820;-0.042931;0.065751;-0.583620;0.999973;1.570710;0.015546;
0.019350;1.295907;1.290462;-0.022271;-0.046026;0.068296;-0.570010;0.999973;1.570710;0.015186;
0.019400;1.303354;1.296157;-0.021624;-0.049004;0.070628;-0.555400;0.999973;1.570709;0.014896;
0.019450;1.310361;1.301895;-0.020883;-0.051841;0.072724;-0.539591;0.999973;1.570709;0.014673;
0.019500;1.316853;1.307753;-0.020051;-0.054514;0.074565;-0.522306;0.999973;1.570708;0.014514;
0.019550;1.322794;1.313721;-0.019135;-0.057003;0.076138;-0.503245;0.999973;1.570708;0.014414;
0.019600;1.328182;1.319704;-0.018142;-0.059289;0.077432;-0.482146;0.999973;1.570708;0.014367;
0.019650;1.333049;1.325532;-0.017080;-0.061358;0.078438;-0.458837;0.999973;1.570707;0.014366;
0.019700;1.337444;1.330991;-0.015954;-0.063194;0.079148;-0.433280;0.999973;1.570707;0.014400;
0.019750;1.341426;1.335856;-0.014770;-0.064784;0.079555;-0.405590;0.999973;1.570706;0.014455;
0.019800;1.345042;1.339936;-0.013534;-0.066117;0.079650;-0.376026;0.999973;1.570706;0.014514;
0.019850;1.348315;1.343098;-0.012248;-0.067179;0.079428;-0.344963;0.999972;1.570705;0.014556;
0.019900;1.351238;1.345296;-0.010919;-0.067963;0.078882;-0.312833;0.999972;1.570705;0.014562;
0.019950;1.353770;1.346573;-0.009550;-0.068461;0.078011;-0.280073;0.999972;1.570705;0.014510;
0.020000;1.355840;1.347048;-0.008148;-0.068670;0.076818;-0.247060;0.999972;1.570704;0.014383;
0.020050;1.357359;1.346898;-0.006720;-0.068590;0.075310;-0.214069;0.999972;1.570704;0.014162;
0.020100;1.358235;1.346314;-0.005276;-0.068226;0.073501;-0.181245;0.999972;1.570703;0.013838;
0.020150;1.358388;1.345468;-0.003826;-0.067587;0.071412;-0.148607;0.999972;1.570703;0.013401;
0.020200;1.357763;1.344480;-0.002382;-0.066687;0.069069;-0.116072;0.999972;1.570702;0.012850;
0.020250;1.356341;1.343392;-0.000956;-0.065544;0.066501;-0.083502;0.999972;1.570702;0.012185;
0.020300;1.354144;1.342162;0.000440;-0.064180;0.063740;-0.050756;0.999972;1.570702;0.011410;
0.020350;1.351227;1.340673;0.001798;-0.062618;0.060820;-0.017753;0.999972;1.570701;0.010531;
0.020400;1.347671;1.338755;0.003107;-0.060883;0.057775;0.015491;0.999972;1.570701;0.009552;
0.020450;1.343570;1.336218;0.004364;-0.058999;0.054636;0.048833;0.999972;1.570700;0.008481;
0.020500;1.339013;1.332893;0.005563;-0.056993;0.051431;0.082002;0.999972;1.570700;0.007320;
0.020550;1.334072;1.328662;0.006703;-0.054890;0.048187;0.114631;0.999972;1.570699;0.006074;
0.020600;1.328788;1.323486;0.007783;-0.052713;0.044930;0.146294;0.999972;1.570699;0.004747;
0.020650;1.323170;1.317414;0.008806;-0.050489;0.041683;0.176569;0.999972;1.570698;0.003345;
0.020700;1.317197;1.310574;0.009770;-0.048241;0.038470;0.205098;0.999972;1.570698;0.001876;
0.020750;1.310823;1.303157;0.010678;-0.045995;0.035317;0.231630;0.999972;1.570698;0.000352;
0.020800;1.303993;1.295379;0.011530;-0.043778;0.032248;0.256059;0.999972;1.570697;-0.001208;
0.020850;1.296659;1.287450;0.012325;-0.041618;0.029293;0.278425;0.999972;1.570697;-0.002782;
0.020900;1.288791;1.279530;0.013062;-0.039542;0.026480;0.298897;0.999972;1.570696;-0.004341;
0.020950;1.280390;1.271713;0.013741;-0.037578;0.023837;0.317730;0.999972;1.570696;-0.005856;
0.021000;1.271491;1.264005;0.014362;-0.035753;0.021391;0.335217;0.999972;1.570695;-0.007292;
0.021050;1.262164;1.256332;0.014926;-0.034093;0.019168;0.351620;0.999972;1.570695;-0.008617;
0.021100;1.252504;1.248559;0.015436;-0.032622;0.017186;0.367132;0.999972;1.570694;-0.009801;
0.021150;1.242618;1.240517;0.015897;-0.031357;0.015460;0.381836;0.999972;1.570694;-0.010817;
0.021200;1.232611;1.232041;0.016315;-0.030316;0.014001;0.395698;0.999972;1.570694;-0.011644;
0.021250;1.222570;1.223007;0.016698;-0.029509;0.012811;0.408582;0.999972;1.570693;-0.012265;
0.021300;1.212552;1.213358;0.017055;-0.028945;0.011890;0.420287;0.999972;1.570693;-0.012670;
0.021350;1.202580;1.203116;0.017395;-0.028626;0.011230;0.430599;0.999972;1.570692;-0.012850;
0.021400;1.192640;1.192385;0.017728;-0.028553;0.010825;0.439348;0.999972;1.570692;-0.012801;
0.021450;1.182688;1.181333;0.018060;-0.028724;0.010665;0.446455;0.999972;1.570691;-0.012518;
0.021500;1.172666;1.170161;0.018399;-0.029137;0.010738;0.451970;0.999972;1.570691;-0.011996;
0.021550;1.162509;1.159071;0.018749;-0.029784;0.011035;0.456083;0.999972;1.570690;-0.011228;
0.021600;1.152166;1.148226;0.019114;-0.030659;0.011546;0.459107;0.999972;1.570690;-0.010208;
0.021650;1.141611;1.137724;0.019495;-0.031755;0.012260;0.461448;0.999972;1.570690;-0.008929;
0.021700;1.130846;1.127582;0.019896;-0.033061;0.013165;0.463546;0.999972;1.570689;-0.007385;
0.021750;1.119906;1.117729;0.020316;-0.034565;0.014249;0.465823;0.999972;1.570689;-0.005576;
0.021800;1.108851;1.108027;0.020757;-0.036252;0.015495;0.468625;0.999972;1.570688;-0.003506;
0.021850;1.097755;1.098295;0.021222;-0.038106;0.016884;0.472185;0.999973;1.570688;-0.001184;
0.021900;1.086693;1.088340;0.021714;-0.040107;0.018392;0.476603;0.999973;1.570687;0.001369;
0.021950;1.075726;1.077999;0.022237;-0.042230;0.019994;0.481854;0.999972;1.570687;0.004129;
0.022000;1.064886;1.067168;0.022794;-0.044452;0.021659;0.487815;0.999972;1.570687;0.007062;
0.022050;1.054174;1.055815;0.023389;-0.046745;0.023356;0.494317;0.999972;1.570686;0.010131;
0.022100;1.043551;1.043992;0.024026;-0.049081;0.025055;0.501194;0.999972;1.570686;0.013295;
0.022150;1.032949;1.031818;0.024706;-0.051431;0.026725;0.508338;0.999972;1.570685;0.016514;
0.022200;1.022280;1.019456;0.025430;-0.053768;0.028338;0.515738;0.999972;1.570685;0.019748;
0.022250;1.011449;1.007080;0.026196;-0.056066;0.029870;0.523498;0.999972;1.570684;0.022962;
0.022300;1.000367;0.994840;0.027000;-0.058300;0.031299;0.531833;0.999972;1.570684;0.026122;
0.022350;0.988971;0.982829;0.027839;-0.060446;0.032608;0.541040;0.999972;1.570684;0.029200;
0.022400;0.977224;0.971064;0.028705;-0.062486;0.033781;0.551451;0.999972;1.570683;0.032169;
0.022450;0.965124;0.959480;0.029594;-0.064398;0.034805;0.563381;0.999972;1.570683;0.035005;
0.022500;0.952700;0.947939;0.030499;-0.066167;0.035668;0.577071;0.999971;1.570682;0.037681;
0.022550;0.939999;0.936255;0.031416;-0.067775;0.036358;0.592645;0.999971;1.570682;0.040170;
0.022600;0.927077;0.924225;0.032343;-0.069207;0.036864;0.610089;0.999971;1.570681;0.042443;
0.022650;0.913982;0.911662;0.033276;-0.070449;0.037173;0.629251;0.999971;1.570681;0.044467;
0.022700;0.900743;0.898433;0.034215;-0.071487;0.037272;0.649865;0.999970;1.570680;0.046208;
0.022750;0.887360;0.884476;0.035160;-0.072310;0.037150;0.671593;0.999970;1.570680;0.047632;
0.022800;0.873801;0.869812;0.036109;-0.072907;0.036798;0.694082;0.999970;1.570679;0.048710;
0.022850;0.860003;0.854538;0.037063;-0.073271;0.036208;0.717018;0.999970;1.570679;0.049413;
0.022900;0.845885;0.838802;0.038019;-0.073396;0.035377;0.740168;0.999970;1.570678;0.049723;
0.022950;0.831357;0.822779;0.038975;-0.073282;0.034306;0.763411;0.999969;1.570678;0.049628;
0.023000;0.816336;0.806633;0.039926;-0.072929;0.033002;0.786741;0.999969;1.570677;0.049125;
0.023050;0.800761;0.790481;0.040867;-0.072343;0.031475;0.810248;0.999969;1.570677;0.048221;
0.023100;0.784600;0.774377;0.041793;-0.071532;0.029739;0.834077;0.999969;1.570677;0.046928;
0.023150;0.767859;0.758295;0.042696;-0.070506;0.027810;0.858381;0.999968;1.570676;0.045266;
0.023200;0.750574;0.742134;0.043572;-0.069279;0.025707;0.883267;0.999968;1.570676;0.043257;
0.023250;0.732810;0.725744;0.044417;-0.067865;0.023447;0.908748;0.999968;1.570675;0.040927;
0.023300;0.714644;0.708944;0.045229;-0.066279;0.021050;0.934722;0.999968;1.570675;0.038299;
0.023350;0.696154;0.691565;0.046007;-0.064538;0.018531;0.960961;0.999967;1.570674;0.035399;
0.023400;0.677403;0.673483;0.046751;-0.062658;0.015907;0.987129;0.999967;1.570673;0.032249;
0.023450;0.658429;0.654636;0.047464;-0.060657;0.013193;1.012827;0.999967;1.570673;0.028873;
0.023500;0.639241;0.635048;0.048147;-0.058550;0.010403;1.037636;0.999967;1.570672;0.025297;
0.023550;0.619819;0.614816;0.048803;-0.056356;0.007553;1.061179;0.999967;1.570672;0.021549;
0.023600;0.600120;0.594102;0.049432;-0.054093;0.004661;1.083165;0.999967;1.570671;0.017661;
0.023650;0.580089;0.573100;0.050035;-0.051781;0.001746;1.103425;0.999967;1.570671;0.013672;
0.023700;0.559675;0.552004;0.050609;-0.049438;-0.001170;1.121922;0.999967;1.570670;0.009626;
0.023750;0.538842;0.530972;0.051151;-0.047087;-0.004065;1.138738;0.999967;1.570670;0.005570;
0.023800;0.517583;0.510106;0.051659;-0.044747;-0.006912;1.154045;0.999967;1.570669;0.001559;
