time;CAPBUS_cap_p_v_0_;MACHINE_machine_terminal_i_0_;MACHINE_machine_terminal_i_1_;MACHINE_machine_terminal_i_2_;MACHINE_machine_omegaPu;MACHINE_machine_theta;MACHINE_machine_cePu;MACHINE_machine_UStatorPu;MACHINE_machine_ifPu;
0.004120;1.676587;0.329083;-0.753739;0.424657;1.000150;2.100414;0.402297;1.081959;0.683273;
0.004140;1.568295;0.343937;-0.761565;0.417628;1.000151;2.106698;0.402733;1.061063;0.680565;
0.004160;1.443103;0.356839;-0.768052;0.411214;1.000152;2.112983;0.403223;1.044574;0.678372;
0.004180;1.302445;0.368008;-0.773352;0.405344;1.000152;2.119267;0.403748;1.031844;0.676632;
0.004200;1.148133;0.377653;-0.777603;0.399949;1.000153;2.125551;0.404290;1.022212;0.675286;
0.004220;0.982317;0.385989;-0.780923;0.394935;1.000153;2.131835;0.404833;1.015057;0.674282;
0.004240;0.807435;0.393109;-0.783421;0.390312;1.000154;2.138119;0.405363;1.009836;0.673574;
0.004260;0.626148;0.399167;-0.785173;0.386005;1.000154;2.144403;0.405868;1.006105;0.673129;
0.004280;0.441275;0.404241;-0.786226;0.381985;1.000155;2.150687;0.406336;1.003523;0.672922;
0.004300;0.255720;0.408361;-0.786600;0.378239;1.000156;2.156972;0.406753;1.001857;0.672942;
0.004320;0.072399;0.411515;-0.786285;0.374770;1.000156;2.163256;0.407104;1.000989;0.673185;
0.004340;-0.105836;0.413643;-0.785240;0.371596;1.000157;2.169540;0.407376;1.000923;0.673663;
0.004360;-0.276270;0.414642;-0.783398;0.368756;1.000157;2.175824;0.407550;1.001795;0.674395;
0.004380;-0.436390;0.414359;-0.780671;0.366313;1.000158;2.182108;0.407609;1.003883;0.675411;
0.004400;-0.583953;0.412641;-0.776949;0.364308;1.000158;2.188392;0.407532;1.007611;0.676747;
0.004420;-0.717034;0.409274;-0.772107;0.362834;1.000159;2.194677;0.407294;1.013534;0.678447;
