time;LINE_line_p_v_0_;LINE_line_p_v_1_;LINE_line_p_v_2_;LINE_line_p_i_0_;LINE_line_p_i_1_;LINE_line_p_i_2_;LINE_line_n_v_0_;LINE_line_n_v_1_;LINE_line_n_v_2_;
0.004720;0.128665;1.155333;-1.283998;0.033315;0.588542;-0.621857;0.234583;1.067588;-1.302171;
0.004740;0.119814;1.160435;-1.280249;0.029007;0.590865;-0.619872;0.226180;1.073043;-1.299223;
0.004760;0.110958;1.165490;-1.276448;0.024690;0.593169;-0.617859;0.217767;1.078457;-1.296223;
0.004780;0.102097;1.170500;-1.272598;0.020364;0.595455;-0.615819;0.209342;1.083831;-1.293172;
0.004800;0.093233;1.175464;-1.268697;0.016029;0.597721;-0.613750;0.200905;1.089165;-1.290070;
0.004820;0.084365;1.180381;-1.264746;0.011686;0.599968;-0.611654;0.192457;1.094459;-1.286915;
0.004840;0.075493;1.185252;-1.260745;0.007335;0.602195;-0.609530;0.183997;1.099712;-1.283709;
0.004860;0.066619;1.190076;-1.256695;0.002977;0.604402;-0.607379;0.175524;1.104926;-1.280450;
0.004880;0.057741;1.194853;-1.252594;-0.001389;0.606589;-0.605200;0.167039;1.110100;-1.277140;
0.004900;0.048862;1.199583;-1.248445;-0.005761;0.608756;-0.602994;0.158542;1.115234;-1.273776;
0.004920;0.039981;1.204265;-1.244246;-0.010140;0.610902;-0.600762;0.150033;1.120328;-1.270361;
0.004940;0.031098;1.208900;-1.239998;-0.014525;0.613027;-0.598502;0.141511;1.125382;-1.266893;
0.004960;0.022214;1.213487;-1.235701;-0.018915;0.615131;-0.596216;0.132977;1.130395;-1.263372;
0.004980;0.013328;1.218026;-1.231355;-0.023310;0.617214;-0.593904;0.124430;1.135368;-1.259799;
0.005000;0.004443;1.222517;-1.226960;-0.027710;0.619275;-0.591565;0.115872;1.140301;-1.256173;
0.005020;-0.004443;1.226960;-1.222517;-0.032113;0.621314;-0.589201;0.107301;1.145193;-1.252494;
0.005040;-0.013328;1.231355;-1.218026;-0.036520;0.623331;-0.586810;0.098719;1.150044;-1.248763;
0.005060;-0.022214;1.235701;-1.213487;-0.040931;0.625325;-0.584394;0.090125;1.154855;-1.244980;
0.005080;-0.031098;1.239998;-1.208900;-0.045344;0.627297;-0.581953;0.081521;1.159624;-1.241144;
0.005100;-0.039981;1.244246;-1.204265;-0.049759;0.629246;-0.579487;0.072905;1.164352;-1.237256;
0.005120;-0.048862;1.248445;-1.199583;-0.054175;0.631171;-0.576996;0.064279;1.169038;-1.233316;
0.005140;-0.057741;1.252594;-1.194853;-0.058593;0.633074;-0.574481;0.055642;1.173682;-1.229324;
0.005160;-0.066619;1.256695;-1.190076;-0.063011;0.634952;-0.571941;0.046996;1.178284;-1.225280;
0.005180;-0.075493;1.260745;-1.185252;-0.067430;0.636806;-0.569377;0.038341;1.182844;-1.221184;
0.005200;-0.084365;1.264746;-1.180381;-0.071848;0.638637;-0.566789;0.029676;1.187361;-1.217037;
0.005220;-0.093233;1.268697;-1.175464;-0.076265;0.640443;-0.564177;0.021004;1.191835;-1.212838;
0.005240;-0.102097;1.272598;-1.170500;-0.080682;0.642224;-0.561542;0.012323;1.196266;-1.208589;
0.005260;-0.110958;1.276448;-1.165490;-0.085096;0.643980;-0.558884;0.003635;1.200653;-1.204288;
0.005280;-0.119814;1.280249;-1.160435;-0.089508;0.645711;-0.556203;-0.005059;1.204996;-1.199937;
0.005300;-0.128665;1.283998;-1.155333;-0.093918;0.647417;-0.553499;-0.013760;1.209295;-1.195535;
0.005320;-0.137512;1.287697;-1.150185;-0.098325;0.649098;-0.550773;-0.022467;1.213550;-1.191083;
0.005340;-0.146353;1.291345;-1.144993;-0.102728;0.650753;-0.548024;-0.031178;1.217760;-1.186582;
0.005360;-0.155188;1.294942;-1.139755;-0.107128;0.652382;-0.545254;-0.039894;1.221924;-1.182030;
0.005380;-0.164017;1.298488;-1.134472;-0.111523;0.653984;-0.542461;-0.048614;1.226044;-1.177429;
0.005400;-0.172839;1.301983;-1.129144;-0.115914;0.655561;-0.539647;-0.057337;1.230117;-1.172780;
0.005420;-0.181655;1.305427;-1.123772;-0.120299;0.657111;-0.536812;-0.066063;1.234144;-1.168081;
0.005440;-0.190463;1.308818;-1.118355;-0.124680;0.658635;-0.533956;-0.074790;1.238125;-1.163334;
0.005460;-0.199264;1.312159;-1.112894;-0.129054;0.660132;-0.531078;-0.083519;1.242058;-1.158539;
0.005480;-0.208058;1.315447;-1.107389;-0.133423;0.661603;-0.528180;-0.092249;1.245945;-1.153696;
0.005500;-0.216842;1.318683;-1.101841;-0.137785;0.663046;-0.525261;-0.100979;1.249784;-1.148805;
0.005520;-0.225619;1.321868;-1.096249;-0.142141;0.664462;-0.522322;-0.109708;1.253576;-1.143868;
0.005540;-0.234386;1.325000;-1.090614;-0.146489;0.665852;-0.519362;-0.118436;1.257319;-1.138883;
0.005560;-0.243144;1.328080;-1.084935;-0.150831;0.667213;-0.516383;-0.127162;1.261014;-1.133852;
0.005580;-0.251893;1.331107;-1.079214;-0.155165;0.668548;-0.513383;-0.135885;1.264660;-1.128775;
0.005600;-0.260632;1.334082;-1.073450;-0.159491;0.669855;-0.510364;-0.144606;1.268257;-1.123651;
0.005620;-0.269360;1.337004;-1.067644;-0.163808;0.671134;-0.507326;-0.153323;1.271805;-1.118483;
0.005640;-0.278078;1.339874;-1.061796;-0.168118;0.672386;-0.504268;-0.162035;1.275304;-1.113268;
0.005660;-0.286785;1.342690;-1.055906;-0.172419;0.673610;-0.501191;-0.170742;1.278752;-1.108010;
0.005680;-0.295480;1.345454;-1.049974;-0.176712;0.674807;-0.498095;-0.179444;1.282150;-1.102706;
0.005700;-0.304164;1.348164;-1.044001;-0.180995;0.675976;-0.494980;-0.188140;1.285498;-1.097358;
0.005720;-0.312835;1.350822;-1.037986;-0.185270;0.677116;-0.491847;-0.196829;1.288795;-1.091966;
0.005740;-0.321495;1.353425;-1.031931;-0.189535;0.678229;-0.488695;-0.205511;1.292042;-1.086531;
0.005760;-0.330142;1.355976;-1.025834;-0.193790;0.679314;-0.485524;-0.214185;1.295237;-1.081052;
0.005780;-0.338775;1.358473;-1.019698;-0.198036;0.680371;-0.482335;-0.222850;1.298381;-1.075531;
0.005800;-0.347396;1.360916;-1.013520;-0.202272;0.681400;-0.479128;-0.231507;1.301473;-1.069966;
0.005820;-0.356002;1.363306;-1.007303;-0.206498;0.682401;-0.475903;-0.240154;1.304513;-1.064360;
0.005840;-0.364595;1.365641;-1.001047;-0.210714;0.683374;-0.472660;-0.248791;1.307502;-1.058711;
0.005860;-0.373173;1.367923;-0.994750;-0.214919;0.684318;-0.469399;-0.257417;1.310438;-1.053021;
0.005880;-0.381736;1.370151;-0.988415;-0.219114;0.685235;-0.466121;-0.266032;1.313322;-1.047289;
0.005900;-0.390285;1.372325;-0.982040;-0.223299;0.686124;-0.462825;-0.274636;1.316153;-1.041516;
0.005920;-0.398818;1.374444;-0.975627;-0.227473;0.686984;-0.459511;-0.283228;1.318931;-1.035703;
0.005940;-0.407335;1.376510;-0.969175;-0.231636;0.687817;-0.456181;-0.291808;1.321656;-1.029848;
0.005960;-0.415836;1.378521;-0.962685;-0.235789;0.688621;-0.452833;-0.300375;1.324329;-1.023954;
0.005980;-0.424321;1.380477;-0.956157;-0.239930;0.689398;-0.449468;-0.308928;1.326948;-1.018020;
0.006000;-0.432788;1.382379;-0.949591;-0.244060;0.690146;-0.446086;-0.317468;1.329513;-1.012046;
0.006020;-0.441239;1.384227;-0.942987;-0.248179;0.690867;-0.442687;-0.325993;1.332026;-1.006033;
0.006040;-0.449673;1.386019;-0.936347;-0.252287;0.691559;-0.439272;-0.334504;1.334484;-0.999980;
0.006060;-0.458088;1.387757;-0.929669;-0.256384;0.692223;-0.435840;-0.343000;1.336889;-0.993889;
0.006080;-0.466486;1.389441;-0.922955;-0.260469;0.692859;-0.432391;-0.351480;1.339240;-0.987759;
0.006100;-0.474865;1.391069;-0.916204;-0.264542;0.693468;-0.428926;-0.359945;1.341537;-0.981591;
0.006120;-0.483226;1.392643;-0.909417;-0.268604;0.694048;-0.425444;-0.368394;1.343780;-0.975385;
0.006140;-0.491567;1.394161;-0.902594;-0.272654;0.694601;-0.421946;-0.376827;1.345968;-0.969142;
0.006160;-0.499889;1.395625;-0.895736;-0.276693;0.695125;-0.418433;-0.385242;1.348103;-0.962861;
0.006180;-0.508191;1.397033;-0.888842;-0.280719;0.695622;-0.414903;-0.393641;1.350183;-0.956542;
0.006200;-0.516473;1.398386;-0.881913;-0.284734;0.696091;-0.411357;-0.402022;1.352209;-0.950187;
0.006220;-0.524735;1.399684;-0.874949;-0.288736;0.696532;-0.407796;-0.410385;1.354180;-0.943795;
0.006240;-0.532976;1.400927;-0.867951;-0.292727;0.696945;-0.404218;-0.418730;1.356097;-0.937367;
0.006260;-0.541196;1.402115;-0.860919;-0.296705;0.697330;-0.400625;-0.427057;1.357960;-0.930902;
0.006280;-0.549395;1.403247;-0.853852;-0.300671;0.697688;-0.397017;-0.435365;1.359767;-0.924402;
0.006300;-0.557572;1.404324;-0.846752;-0.304625;0.698018;-0.393393;-0.443655;1.361520;-0.917866;
0.006320;-0.565727;1.405345;-0.839618;-0.308566;0.698320;-0.389755;-0.451925;1.363219;-0.911294;
0.006340;-0.573859;1.406311;-0.832452;-0.312494;0.698595;-0.386100;-0.460175;1.364863;-0.904687;
0.006360;-0.581969;1.407221;-0.825252;-0.316410;0.698842;-0.382431;-0.468406;1.366452;-0.898046;
0.006380;-0.590056;1.408076;-0.818020;-0.320314;0.699061;-0.378747;-0.476617;1.367986;-0.891369;
0.006400;-0.598120;1.408875;-0.810755;-0.324204;0.699253;-0.375048;-0.484807;1.369465;-0.884658;
0.006420;-0.606160;1.409619;-0.803459;-0.328082;0.699417;-0.371335;-0.492977;1.370890;-0.877913;
0.006440;-0.614176;1.410306;-0.796130;-0.331947;0.699553;-0.367607;-0.501126;1.372260;-0.871134;
0.006460;-0.622168;1.410939;-0.788771;-0.335798;0.699662;-0.363864;-0.509253;1.373574;-0.864321;
0.006480;-0.630135;1.411515;-0.781380;-0.339637;0.699744;-0.360107;-0.517360;1.374835;-0.857475;
0.006500;-0.638078;1.412036;-0.773958;-0.343462;0.699798;-0.356336;-0.525445;1.376040;-0.850595;
0.006520;-0.645995;1.412501;-0.766506;-0.347273;0.699824;-0.352551;-0.533507;1.377190;-0.843683;
0.006540;-0.653887;1.412910;-0.759024;-0.351071;0.699823;-0.348752;-0.541548;1.378286;-0.836737;
0.006560;-0.661753;1.413264;-0.751511;-0.354856;0.699795;-0.344939;-0.549567;1.379326;-0.829759;
0.006580;-0.669593;1.413561;-0.743969;-0.358627;0.699739;-0.341112;-0.557563;1.380312;-0.822749;
0.006600;-0.677406;1.413803;-0.736397;-0.362384;0.699656;-0.337272;-0.565536;1.381243;-0.815707;
0.006620;-0.685193;1.413989;-0.728797;-0.366127;0.699545;-0.333419;-0.573486;1.382119;-0.808633;
0.006640;-0.692952;1.414120;-0.721168;-0.369856;0.699408;-0.329552;-0.581412;1.382940;-0.801528;
0.006660;-0.700684;1.414194;-0.713510;-0.373571;0.699242;-0.325672;-0.589316;1.383706;-0.794391;
0.006680;-0.708389;1.414213;-0.705824;-0.377271;0.699050;-0.321779;-0.597195;1.384418;-0.787223;
0.006700;-0.716066;1.414176;-0.698110;-0.380957;0.698830;-0.317873;-0.605050;1.385075;-0.780024;
0.006720;-0.723714;1.414083;-0.690369;-0.384628;0.698582;-0.313954;-0.612881;1.385676;-0.772795;
0.006740;-0.731334;1.413934;-0.682600;-0.388285;0.698308;-0.310023;-0.620688;1.386223;-0.765536;
0.006760;-0.738925;1.413729;-0.674804;-0.391927;0.698006;-0.306079;-0.628469;1.386716;-0.758246;
0.006780;-0.746486;1.413468;-0.666982;-0.395554;0.697677;-0.302123;-0.636226;1.387153;-0.750927;
0.006800;-0.754019;1.413152;-0.659134;-0.399165;0.697320;-0.298155;-0.643957;1.387536;-0.743578;
0.006820;-0.761521;1.412780;-0.651259;-0.402762;0.696937;-0.294175;-0.651663;1.387864;-0.736200;
0.006840;-0.768993;1.412352;-0.643359;-0.406343;0.696526;-0.290183;-0.659343;1.388137;-0.728794;
0.006860;-0.776436;1.411869;-0.635433;-0.409908;0.696088;-0.286180;-0.666997;1.388355;-0.721358;
0.006880;-0.783847;1.411329;-0.627482;-0.413458;0.695623;-0.282165;-0.674625;1.388519;-0.713894;
0.006900;-0.791227;1.410734;-0.619507;-0.416992;0.695130;-0.278138;-0.682226;1.388628;-0.706402;
0.006920;-0.798577;1.410083;-0.611507;-0.420510;0.694611;-0.274101;-0.689801;1.388682;-0.698881;
0.006940;-0.805894;1.409377;-0.603483;-0.424012;0.694064;-0.270052;-0.697348;1.388682;-0.691334;
0.006960;-0.813180;1.408615;-0.595435;-0.427498;0.693490;-0.265992;-0.704868;1.388627;-0.683759;
0.006980;-0.820434;1.407797;-0.587363;-0.430967;0.692889;-0.261922;-0.712361;1.388517;-0.676156;
0.007000;-0.827655;1.406924;-0.579268;-0.434420;0.692261;-0.257841;-0.719825;1.388353;-0.668527;
0.007020;-0.834844;1.405995;-0.571151;-0.437856;0.691606;-0.253750;-0.727262;1.388134;-0.660872;
0.007040;-0.842000;1.405011;-0.563011;-0.441275;0.690923;-0.249649;-0.734670;1.387861;-0.653190;
0.007060;-0.849122;1.403971;-0.554848;-0.444677;0.690214;-0.245537;-0.742050;1.387533;-0.645483;
0.007080;-0.856211;1.402876;-0.546664;-0.448062;0.689478;-0.241416;-0.749400;1.387150;-0.637750;
0.007100;-0.863267;1.401725;-0.538458;-0.451429;0.688714;-0.237285;-0.756722;1.386713;-0.629991;
0.007120;-0.870288;1.400519;-0.530231;-0.454780;0.687924;-0.233144;-0.764014;1.386222;-0.622208;
0.007140;-0.877275;1.399258;-0.521983;-0.458112;0.687106;-0.228994;-0.771276;1.385676;-0.614399;
0.007160;-0.884227;1.397941;-0.513715;-0.461427;0.686262;-0.224835;-0.778509;1.385075;-0.606567;
0.007180;-0.891144;1.396570;-0.505426;-0.464724;0.685391;-0.220667;-0.785711;1.384421;-0.598710;
0.007200;-0.898026;1.395143;-0.497117;-0.468003;0.684492;-0.216490;-0.792882;1.383711;-0.590829;
0.007220;-0.904872;1.393661;-0.488789;-0.471263;0.683567;-0.212304;-0.800023;1.382948;-0.582925;
0.007240;-0.911683;1.392124;-0.480441;-0.474505;0.682615;-0.208110;-0.807132;1.382130;-0.574998;
0.007260;-0.918458;1.390532;-0.472074;-0.477729;0.681636;-0.203907;-0.814211;1.381258;-0.567047;
0.007280;-0.925197;1.388886;-0.463689;-0.480934;0.680631;-0.199696;-0.821257;1.380332;-0.559074;
0.007300;-0.931899;1.387184;-0.455285;-0.484121;0.679598;-0.195477;-0.828272;1.379351;-0.551079;
0.007320;-0.938564;1.385428;-0.446864;-0.487288;0.678539;-0.191251;-0.835254;1.378316;-0.543062;
0.007340;-0.945192;1.383617;-0.438424;-0.490436;0.677453;-0.187017;-0.842204;1.377227;-0.535023;
0.007360;-0.951783;1.381751;-0.429968;-0.493565;0.676340;-0.182775;-0.849121;1.376084;-0.526963;
0.007380;-0.958337;1.379831;-0.421494;-0.496675;0.675201;-0.178526;-0.856005;1.374887;-0.518882;
0.007400;-0.964852;1.377856;-0.413004;-0.499765;0.674035;-0.174270;-0.862855;1.373636;-0.510780;
0.007420;-0.971330;1.375827;-0.404497;-0.502836;0.672842;-0.170007;-0.869672;1.372330;-0.502658;
0.007440;-0.977769;1.373744;-0.395975;-0.505886;0.671623;-0.165737;-0.876455;1.370971;-0.494516;
0.007460;-0.984169;1.371606;-0.387437;-0.508917;0.670378;-0.161461;-0.883204;1.369558;-0.486354;
0.007480;-0.990531;1.369414;-0.378883;-0.511928;0.669106;-0.157178;-0.889918;1.368091;-0.478173;
0.007500;-0.996853;1.367169;-0.370315;-0.514918;0.667807;-0.152889;-0.896597;1.366570;-0.469973;
0.007520;-1.003137;1.364869;-0.361732;-0.517889;0.666482;-0.148594;-0.903242;1.364995;-0.461754;
0.007540;-1.009380;1.362515;-0.353135;-0.520838;0.665131;-0.144293;-0.909851;1.363367;-0.453516;
0.007560;-1.015584;1.360108;-0.344524;-0.523767;0.663754;-0.139986;-0.916424;1.361685;-0.445261;
0.007580;-1.021748;1.357646;-0.335899;-0.526676;0.662350;-0.135674;-0.922962;1.359949;-0.436988;
0.007600;-1.027871;1.355132;-0.327261;-0.529564;0.660920;-0.131357;-0.929463;1.358160;-0.428697;
0.007620;-1.033954;1.352563;-0.318610;-0.532430;0.659464;-0.127034;-0.935928;1.356317;-0.420389;
0.007640;-1.039995;1.349942;-0.309946;-0.535276;0.657982;-0.122706;-0.942356;1.354421;-0.412065;
0.007660;-1.045996;1.347267;-0.301270;-0.538100;0.656474;-0.118374;-0.948747;1.352472;-0.403724;
0.007680;-1.051956;1.344539;-0.292583;-0.540903;0.654940;-0.114036;-0.955101;1.350469;-0.395367;
0.007700;-1.057874;1.341757;-0.283884;-0.543685;0.653380;-0.109695;-0.961418;1.348413;-0.386995;
0.007720;-1.063750;1.338923;-0.275173;-0.546445;0.651794;-0.105349;-0.967696;1.346303;-0.378607;
0.007740;-1.069584;1.336036;-0.266452;-0.549183;0.650182;-0.100999;-0.973937;1.344141;-0.370204;
0.007760;-1.075376;1.333096;-0.257720;-0.551900;0.648545;-0.096645;-0.980139;1.341926;-0.361787;
0.007780;-1.081126;1.330104;-0.248978;-0.554595;0.646882;-0.092287;-0.986303;1.339658;-0.353355;
0.007800;-1.086833;1.327059;-0.240226;-0.557267;0.645193;-0.087925;-0.992428;1.337336;-0.344909;
0.007820;-1.092497;1.323962;-0.231465;-0.559918;0.643479;-0.083561;-0.998513;1.334963;-0.336449;
0.007840;-1.098118;1.320812;-0.222694;-0.562546;0.641739;-0.079193;-1.004560;1.332536;-0.327976;
0.007860;-1.103695;1.317610;-0.213915;-0.565152;0.639974;-0.074821;-1.010567;1.330057;-0.319490;
0.007880;-1.109229;1.314357;-0.205127;-0.567736;0.638183;-0.070447;-1.016534;1.327525;-0.310992;
0.007900;-1.114719;1.311051;-0.196332;-0.570297;0.636368;-0.066071;-1.022460;1.324941;-0.302481;
0.007920;-1.120165;1.307694;-0.187528;-0.572836;0.634527;-0.061691;-1.028347;1.322305;-0.293958;
0.007940;-1.125567;1.304285;-0.178717;-0.575351;0.632661;-0.057310;-1.034193;1.319616;-0.285423;
0.007960;-1.130925;1.300824;-0.169899;-0.577844;0.630770;-0.052926;-1.039998;1.316875;-0.276878;
0.007980;-1.136238;1.297312;-0.161074;-0.580314;0.628854;-0.048540;-1.045762;1.314082;-0.268321;
0.008000;-1.141506;1.293749;-0.152243;-0.582761;0.626913;-0.044152;-1.051484;1.311238;-0.259754;
0.008020;-1.146729;1.290135;-0.143406;-0.585185;0.624947;-0.039762;-1.057165;1.308341;-0.251176;
0.008040;-1.151906;1.286470;-0.134564;-0.587585;0.622956;-0.035371;-1.062804;1.305393;-0.242589;
0.008060;-1.157038;1.282754;-0.125716;-0.589962;0.620941;-0.030979;-1.068402;1.302393;-0.233992;
0.008080;-1.162125;1.278987;-0.116863;-0.592316;0.618902;-0.026585;-1.073957;1.299342;-0.225385;
0.008100;-1.167166;1.275170;-0.108005;-0.594647;0.616837;-0.022191;-1.079469;1.296239;-0.216770;
0.008120;-1.172160;1.271303;-0.099143;-0.596953;0.614749;-0.017795;-1.084939;1.293086;-0.208147;
0.008140;-1.177108;1.267386;-0.090277;-0.599236;0.612636;-0.013399;-1.090366;1.289881;-0.199515;
0.008160;-1.182010;1.263418;-0.081408;-0.601496;0.610499;-0.009003;-1.095750;1.286625;-0.190875;
0.008180;-1.186865;1.259400;-0.072535;-0.603731;0.608337;-0.004606;-1.101090;1.283318;-0.182228;
0.008200;-1.191673;1.255333;-0.063660;-0.605943;0.606152;-0.000209;-1.106387;1.279961;-0.173574;
0.008220;-1.196435;1.251217;-0.054782;-0.608130;0.603943;0.004188;-1.111640;1.276552;-0.164913;
0.008240;-1.201149;1.247050;-0.045902;-0.610294;0.601709;0.008584;-1.116849;1.273094;-0.156245;
0.008260;-1.205815;1.242835;-0.037020;-0.612433;0.599452;0.012981;-1.122013;1.269585;-0.147572;
0.008280;-1.210434;1.238571;-0.028136;-0.614548;0.597172;0.017377;-1.127134;1.266026;-0.138892;
0.008300;-1.215005;1.234257;-0.019252;-0.616639;0.594867;0.021772;-1.132210;1.262417;-0.130207;
0.008320;-1.219529;1.229895;-0.010367;-0.618705;0.592539;0.026166;-1.137241;1.258758;-0.121517;
0.008340;-1.224004;1.225485;-0.001481;-0.620747;0.590188;0.030559;-1.142226;1.255049;-0.112822;
0.008360;-1.228430;1.221026;0.007405;-0.622764;0.587814;0.034951;-1.147167;1.251291;-0.104123;
0.008380;-1.232809;1.216519;0.016290;-0.624757;0.585416;0.039341;-1.152063;1.247483;-0.095420;
0.008400;-1.237138;1.211963;0.025175;-0.626725;0.582995;0.043730;-1.156912;1.243625;-0.086713;
0.008420;-1.241419;1.207360;0.034059;-0.628668;0.580551;0.048117;-1.161716;1.239719;-0.078003;
0.008440;-1.245651;1.202710;0.042941;-0.630587;0.578084;0.052503;-1.166474;1.235764;-0.069290;
0.008460;-1.249833;1.198011;0.051822;-0.632480;0.575594;0.056886;-1.171186;1.231760;-0.060574;
0.008480;-1.253967;1.193266;0.060701;-0.634348;0.573082;0.061267;-1.175851;1.227707;-0.051855;
0.008500;-1.258050;1.188473;0.069577;-0.636192;0.570547;0.065645;-1.180470;1.223605;-0.043135;
0.008520;-1.262084;1.183634;0.078451;-0.638010;0.567989;0.070021;-1.185043;1.219456;-0.034413;
0.008540;-1.266069;1.178747;0.087321;-0.639803;0.565409;0.074394;-1.189568;1.215258;-0.025690;
0.008560;-1.270003;1.173815;0.096188;-0.641571;0.562807;0.078764;-1.194046;1.211012;-0.016965;
0.008580;-1.273887;1.168836;0.105051;-0.643313;0.560182;0.083131;-1.198477;1.206718;-0.008240;
0.008600;-1.277721;1.163810;0.113910;-0.645030;0.557535;0.087495;-1.202861;1.202376;0.000485;
0.008620;-1.281504;1.158739;0.122765;-0.646722;0.554867;0.091855;-1.207197;1.197987;0.009210;
0.008640;-1.285237;1.153622;0.131615;-0.648388;0.552176;0.096212;-1.211486;1.193551;0.017935;
0.008660;-1.288919;1.148460;0.140459;-0.650028;0.549464;0.100565;-1.215726;1.189068;0.026659;
0.008680;-1.292550;1.143252;0.149298;-0.651643;0.546730;0.104913;-1.219919;1.184537;0.035381;
0.008700;-1.296130;1.137999;0.158131;-0.653232;0.543974;0.109258;-1.224063;1.179960;0.044103;
0.008720;-1.299659;1.132701;0.166958;-0.654796;0.541197;0.113599;-1.228159;1.175336;0.052823;
0.008740;-1.303137;1.127358;0.175779;-0.656333;0.538398;0.117935;-1.232206;1.170666;0.061540;
0.008760;-1.306563;1.121971;0.184592;-0.657845;0.535579;0.122266;-1.236205;1.165949;0.070255;
0.008780;-1.309938;1.116540;0.193398;-0.659330;0.532738;0.126592;-1.240154;1.161187;0.078968;
0.008800;-1.313260;1.111064;0.202196;-0.660790;0.529876;0.130914;-1.244055;1.156378;0.087677;
0.008820;-1.316532;1.105545;0.210987;-0.662223;0.526993;0.135230;-1.247907;1.151524;0.096383;
0.008840;-1.319751;1.099982;0.219769;-0.663631;0.524090;0.139541;-1.251709;1.146625;0.105085;
0.008860;-1.322918;1.094375;0.228542;-0.665012;0.521166;0.143847;-1.255462;1.141680;0.113782;
0.008880;-1.326032;1.088726;0.237307;-0.666367;0.518221;0.148147;-1.259165;1.136690;0.122475;
0.008900;-1.329095;1.083033;0.246062;-0.667696;0.515256;0.152441;-1.262819;1.131655;0.131164;
0.008920;-1.332105;1.077298;0.254807;-0.668999;0.512270;0.156728;-1.266423;1.126576;0.139847;
0.008940;-1.335062;1.071520;0.263542;-0.670275;0.509264;0.161010;-1.269976;1.121452;0.148525;
0.008960;-1.337967;1.065700;0.272267;-0.671524;0.506239;0.165286;-1.273480;1.116283;0.157196;
0.008980;-1.340819;1.059837;0.280981;-0.672748;0.503193;0.169555;-1.276933;1.111071;0.165862;
0.009000;-1.343617;1.053933;0.289684;-0.673944;0.500127;0.173817;-1.280336;1.105815;0.174521;
0.009020;-1.346363;1.047987;0.298376;-0.675114;0.497042;0.178072;-1.283688;1.100515;0.183173;
0.009040;-1.349056;1.042000;0.307056;-0.676258;0.493937;0.182321;-1.286990;1.095172;0.191818;
0.009060;-1.351695;1.035972;0.315723;-0.677374;0.490812;0.186562;-1.290241;1.089785;0.200455;
0.009080;-1.354282;1.029903;0.324379;-0.678465;0.487669;0.190796;-1.293441;1.084356;0.209085;
0.009100;-1.356814;1.023793;0.333021;-0.679528;0.484506;0.195022;-1.296590;1.078884;0.217706;
0.009120;-1.359293;1.017643;0.341650;-0.680564;0.481323;0.199241;-1.299687;1.073369;0.226318;
0.009140;-1.361719;1.011453;0.350266;-0.681574;0.478122;0.203452;-1.302734;1.067812;0.234922;
0.009160;-1.364090;1.005222;0.358868;-0.682557;0.474902;0.207655;-1.305729;1.062212;0.243516;
0.009180;-1.366408;0.998952;0.367456;-0.683513;0.471663;0.211849;-1.308672;1.056571;0.252101;
0.009200;-1.368672;0.992643;0.376029;-0.684442;0.468406;0.216036;-1.311564;1.050888;0.260676;
0.009220;-1.370882;0.986294;0.384587;-0.685344;0.465130;0.220213;-1.314404;1.045163;0.269241;
0.009240;-1.373037;0.979907;0.393131;-0.686218;0.461836;0.224382;-1.317192;1.039398;0.277794;
0.009260;-1.375139;0.973480;0.401658;-0.687066;0.458524;0.228543;-1.319928;1.033591;0.286337;
0.009280;-1.377186;0.967016;0.410170;-0.687887;0.455193;0.232694;-1.322613;1.027744;0.294869;
0.009300;-1.379179;0.960513;0.418666;-0.688681;0.451845;0.236836;-1.325244;1.021855;0.303389;
0.009320;-1.381117;0.953972;0.427145;-0.689447;0.448479;0.240968;-1.327824;1.015927;0.311897;
0.009340;-1.383001;0.947394;0.435607;-0.690186;0.445095;0.245092;-1.330351;1.009959;0.320393;
0.009360;-1.384830;0.940778;0.444052;-0.690898;0.441693;0.249205;-1.332826;1.003950;0.328876;
0.009380;-1.386605;0.934125;0.452480;-0.691583;0.438274;0.253309;-1.335248;0.997902;0.337346;
